mjd,night,band,n,flux,err,snr
58362.488276918324,58362,o,4,-9.532652028522316,6.174709350064124,-1.5438219822319765
58364.48356711293,58364,o,4,-4.842239325889107,8.575954546221483,-0.5646297796695494
58370.4734668965,58370,o,4,-3.13193732213083,5.160223462889999,-0.6069383127793422
58372.463772457246,58372,o,4,5.0510688836104505,7.237077926353565,0.697943138793236
58376.43702198265,58376,o,4,-9.015570811805508,6.562040253149548,-1.3738975172360992
58377.432565496434,58377,o,4,-2.375296912114014,5.3610719671143725,-0.4430637989350722
58378.43643611935,58378,o,4,4.966641957005189,4.900794931055971,1.0134359888294755
58379.42286429688,58379,o,4,-5.949366319264977,11.096657089924301,-0.5361404133743094
58380.42861925011,58380,o,4,-6.961517963579102,13.803540162020802,-0.5043284463164813
58381.39972035109,58381,o,4,-10.743435858964743,9.367226709867682,-1.1469174593209457
58387.455655437465,58387,o,4,-6.336200518694969,22.58243976273412,-0.2805808666055234
58390.419558587426,58390,o,4,-0.08374464279944485,7.269344003964342,-0.011520247597826523
58392.42111520454,58392,o,4,5.847644798970798,7.590961267231385,0.7703431216562618
58394.406872282,58394,o,4,-4.531356915703326,5.5516086867399,-0.8162241201413456
58396.39940024445,58396,o,4,-3.37531460981025,9.906239216171077,-0.34072613593868617
58402.40726085635,58402,c,2,3.895027624309392,6.689647316224497,0.5822470812269469
58403.37792387164,58403,o,4,0.3986790512831903,7.882790321092767,0.05057587923103893
58405.369336087875,58405,c,4,-12.212462931169034,4.328883288922074,-2.8211578174033036
58406.366862663075,58406,o,4,-11.146868250539956,5.112133535741903,-2.1804728246251215
58409.32621624563,58409,o,2,5.0744966442953015,21.08779983813918,0.24063660899880215
58413.359883694924,58413,o,4,-22.380096983331356,12.642521301345782,-1.7702241862901997
58416.38754964783,58416,o,4,23.718996038064724,24.549854812193555,0.9661562652616521
58417.340022569995,58417,o,4,2.268705090196472,9.924593842396567,0.22859425042714196
58424.33041644249,58424,o,4,8.922528372883413,8.428249085937686,1.058645548073611
58425.33358131959,58425,c,3,-5.350515463917528,6.092076990801715,-0.8782744328405807
58427.32478484247,58427,o,4,-1.366927102763891,8.93254725486918,-0.15302769341844474
58428.328798903654,58428,o,4,-6.348623853211009,8.238642446289203,-0.7705910160078031
58429.32574800814,58429,c,4,6.8878529047401695,5.329343664331231,1.2924392455378486
58430.34335635911,58430,c,4,-5.988950276243093,4.73029498104873,-1.266083891223907
58431.31277511355,58431,o,4,-0.43104296071342857,8.092164487277977,-0.053266707738218726
58434.32897124297,58434,c,3,2.5921136508514713,6.298294876383375,0.4115580012887428
58435.27820650614,58435,o,4,-8.325071990845391,8.193055565783972,-1.0161132100229795
58436.29404499338,58436,o,4,-0.22213178641808287,13.331216041407608,-0.016662529939363922
58442.30428048387,58442,o,4,-0.1375687916306934,11.159372029851516,-0.012327646328368162
58443.276815384605,58443,o,4,-5.129898152943206,12.263294817986456,-0.41831320449209414
58447.27033692737,58447,o,4,-16.022314280293465,14.17659101626819,-1.130195140842198
58448.29210120209,58448,o,4,-21.688456144206093,11.41536971757409,-1.8999346215494424
