###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
59617.828868 -20.520  0.786   -22   18 o  0   1.42  77.79369 -68.95426  4095.60  3941.59 2.52 2.13  80.5 -0.585 19.02 20.68 03a59618o0146o
59617.843214 -20.956  1.188   -15   18 o  0   1.14  77.79369 -68.95426  4071.43  4061.05 2.59 2.09  84.9 -0.568 19.02 20.73 03a59618o0177o
59621.877864 -20.805  1.290   -17   22 o  0   1.18  77.79369 -68.95426  4131.24  3999.70 2.44 2.07 -89.8 -0.575 18.91 20.28 03a59622o0245o
59621.884714 -20.095  0.588   -33   20 o  0   1.22  77.79369 -68.95426  4150.28  4038.99 2.43 2.00  88.7 -0.577 18.99 20.28 03a59622o0260o
59621.887469 -23.519 15.375    -1   22 o  0   1.13  77.79369 -68.95426  4091.70  3960.69 2.50 2.07  89.3 -0.575 18.93 20.28 03a59622o0266o
59621.898529 -19.598  0.463   -53   24 o  0   0.95  77.79369 -68.95426  4071.02  4079.20 2.34 2.03 -85.5 -0.577 18.91 20.24 03a59622o0290o
59624.122386 -19.671  0.677   -49   33 o  0   1.11  77.79369 -68.95426  9563.94  2422.97 2.96 2.29 -26.2 -0.420 18.47 19.34 04a59624o0230o
59624.127878 -19.675  0.635   -49   31 o  0   1.05  77.79369 -68.95426  9578.90  2462.26 2.89 2.15 -21.8 -0.414 18.48 19.26 04a59624o0242o
59624.130612  21.067  2.391    14   32 o  0   1.01  77.79369 -68.95426  9515.88  2376.02 2.79 2.20 -22.7 -0.426 18.48 19.26 04a59624o0248o
59624.140267  19.592  0.613    53   32 o  0   1.03  77.79369 -68.95426  9484.62  2487.13 2.88 2.03 -22.7 -0.427 18.55 19.23 04a59624o0269o
59628.062866 -21.256  2.766   -11   32 o  0   0.71  77.79369 -68.95426  3952.81  6555.87 2.58 2.26 -80.0 -0.469 18.58 19.61 04a59628o0099o
59628.065828  20.772  1.466    18   26 o  0   1.38  77.79369 -68.95426  3967.97  6592.47 2.57 2.21 -84.5 -0.469 18.57 19.60 04a59628o0105o
59628.072461 -21.074  1.900   -14   26 o  0   1.15  77.79369 -68.95426  3908.53  6512.89 2.48 2.25 -86.0 -0.459 18.56 19.59 04a59628o0119o
59628.083411  19.894  0.606    40   24 o  0   1.11  77.79369 -68.95426  3878.67  6624.18 2.35 2.06 -83.9 -0.478 18.62 19.54 04a59628o0143o
59632.118607  22.164  3.724     5   18 o  0   1.27  77.79369 -68.95426  3906.96  6530.01 2.52 2.23 -85.1 -0.470 18.94 20.55 04a59632o0146o
59632.121906  20.536  0.896    22   20 o  0   1.11  77.79369 -68.95426  3922.91  6566.82 2.77 2.50 -76.0 -0.458 18.80 20.53 04a59632o0153o
59632.130166 -19.756  0.478   -45   22 o  0   1.21  77.79369 -68.95426  3860.46  6488.42 2.83 2.56 -83.1 -0.453 18.75 20.42 04a59632o0171o
59632.140351  21.853  3.767     7   25 o  0   0.89  77.79369 -68.95426  3835.62  6602.61 2.83 2.64 -77.4 -0.430 18.75 20.33 04a59632o0193o
59636.108062  20.292  0.546    28   15 o  0   1.17  77.79369 -68.95426  2032.65  6709.53 2.52 2.17 -89.9 -0.500 19.21 21.21 04a59636o0078o
59636.110800  20.728  1.104    19   20 o  0   0.47  77.79369 -68.95426  2048.80  6746.21 2.47 2.10  89.3 -0.520 19.19 21.18 04a59636o0084o
59636.120466  22.354  3.903     4   16 o  0   0.77  77.79369 -68.95426  1986.60  6670.03 2.55 2.15  83.5 -0.494 19.20 21.14 04a59636o0105o
59636.130903  23.184  8.133     2   16 o  0   0.93  77.79369 -68.95426  1959.11  6787.19 2.50 2.12  85.9 -0.493 19.26 21.14 04a59636o0128o
59638.090254 -21.303  1.803   -11   20 o  0   1.06  77.79369 -68.95426  3091.36   447.98 2.60 2.21  45.0 -0.489 19.08 20.83 04a59638o0161o
59638.092996 -21.521  1.614    -9   14 o  0   1.56  77.79369 -68.95426  3110.21   485.48 2.47 2.03  49.3 -0.490 19.14 20.88 04a59638o0167o
59638.102729 -21.982  2.706    -6   16 o  0   1.54  77.79369 -68.95426  3037.23   405.95 2.53 2.17  46.1 -0.492 19.15 20.84 04a59638o0188o
59638.113238 -21.474  1.903    -9   18 o  0   1.11  77.79369 -68.95426  3004.86   521.93 2.40 2.00  48.7 -0.494 19.19 20.75 04a59638o0211o
59639.069141 -21.266  1.250   -11   14 c  0   0.88  77.79369 -68.95426  5790.05  6437.90 2.39 2.26 -55.9 -0.450 19.21 21.50 04a59639o0159c
59639.071884 -21.008  0.977   -14   14 c  0   1.77  77.79369 -68.95426  5804.95  6476.75 2.37 2.22 -66.8 -0.453 19.24 21.51 04a59639o0165c
59639.081444 -21.063  1.032   -14   14 c  0   1.15  77.79369 -68.95426  5742.92  6393.71 2.20 2.10 -65.5 -0.452 19.31 21.51 04a59639o0186c
59639.091701  22.110  2.594     5   14 c  0   1.45  77.79369 -68.95426  5715.86  6506.57 2.41 2.20 -64.4 -0.439 19.23 21.49 04a59639o0208c
59640.078251  22.013  2.793     6   16 c  0   1.06  77.79369 -68.95426  3094.31   448.42 2.81 2.25  50.0 -0.441 19.27 21.35 04a59640o0188c
59640.081004 -20.803  0.937   -17   16 c  0   1.06  77.79369 -68.95426  3112.42   485.81 2.75 2.16  50.5 -0.433 19.33 21.36 04a59640o0194c
59640.090488 -22.045  2.781    -6   15 c  0   0.93  77.79369 -68.95426  3040.70   406.89 2.64 2.09  46.8 -0.451 19.34 21.41 04a59640o0215c
59640.101282  20.723  0.645    19   12 c  0   1.70  77.79369 -68.95426  3005.98   522.00 2.65 2.14  48.5 -0.429 19.32 21.40 04a59640o0238c
59641.069086 -22.556  4.429    -3   15 o  0   1.02  77.79369 -68.95426  5788.27  6434.57 2.29 2.13 -84.6 -0.494 19.06 20.84 04a59641o0181o
59641.071790  21.495  1.754     9   16 o  0   1.76  77.79369 -68.95426  5803.53  6473.77 2.28 2.07 -81.9 -0.508 19.10 20.86 04a59641o0187o
59641.078820  20.691  0.894    19   17 o  0   0.98  77.79369 -68.95426  5743.22  6392.55 2.40 2.27 -76.9 -0.495 19.02 20.89 04a59641o0202o
59641.088913 -23.315 10.545    -2   18 o  0   0.95  77.79369 -68.95426  5717.58  6504.82 2.22 2.08 -80.9 -0.495 19.12 20.92 04a59641o0224o
59642.080005 -21.798  2.476    -7   17 o  0   1.13  77.79369 -68.95426  3088.36   445.71 2.48 2.02  51.5 -0.490 19.05 20.65 04a59642o0193o
59642.083668  21.825  2.930     7   20 o  0   1.20  77.79369 -68.95426  3106.43   482.94 2.40 1.97  50.5 -0.498 19.08 20.63 04a59642o0201o
59642.090110  22.853  8.000     3   21 o  0   0.79  77.79369 -68.95426  3034.32   405.57 2.54 2.09  55.7 -0.491 19.05 20.63 04a59642o0215o
59642.102078 -22.005  3.513    -6   20 o  0   0.98  77.79369 -68.95426  3001.74   520.89 2.31 1.91  51.4 -0.494 19.05 20.68 04a59642o0241o
59645.797641  21.330  1.900    11   20 o  0   0.97  77.79369 -68.95426  8960.23  9058.22 2.65 2.38 -72.6 -0.536 19.27 20.73 03a59646o0093o
59645.800404 -20.806  0.946   -17   16 o  0   1.36  77.79369 -68.95426  8977.27  9098.21 2.73 2.41 -74.0 -0.530 19.24 20.73 03a59646o0099o
59645.810072 -20.515  0.764   -23   17 o  0   1.57  77.79369 -68.95426  8927.93  9013.60 2.70 2.41 -72.7 -0.533 19.28 20.74 03a59646o0120o
