source_id,nss_solution_type,goodness_of_fit,ipd_frac_multi_peak
5306861767059426432,Orbital,-0.80058295,0
5349415856334720256,Orbital,-1.0943556,0
5350007324867947776,AstroSpectroSB1,4.5091386,0
5336373793035800832,Orbital,3.2246146,0
5369179131166991360,Orbital,3.408383,0
5804482862704831232,Orbital,-1.376951,0
4560558697677513344,Orbital,1.914919,0
4544483906394740864,Orbital,2.7469773,0
5807146051670381312,Orbital,0.75211203,0
4586320083316804992,Orbital,-1.0769376,0
5423407766201012736,Orbital,-0.98511183,0
5602980039606577408,Orbital,0.4990563,0
4637171465304969216,Orbital,0.7666442,0
4519042616098121728,AstroSpectroSB1,2.7903092,0
5348293151888002432,Orbital,0.68049365,0
5294883549923843968,Orbital,-0.3801461,0
3168794852010036352,Orbital,-0.53046566,0
5528200123496741120,Orbital,3.339545,0
5327240562221030528,Orbital,-0.42077744,0
4407791933635739264,Orbital,8.8529215,0
4035945691120684672,Orbital,-0.56139326,0
5800687554721917056,Orbital,0.02762876,0
4582382388578629760,Orbital,9.574719,0
5502228658116380544,AstroSpectroSB1,3.2070153,0
5813737589516113152,Orbital,-2.4718263,0
5308364868166590080,Orbital,-1.0623083,1
5507088435090811776,Orbital,2.1151493,0
5093482534727875200,Orbital,2.3420246,1
5474574330067613440,Orbital,0.7765497,0
3357417239988244608,AstroSpectroSB1,2.5925617,0
5795511157068650112,Orbital,-1.2899425,0
4537734141957254656,Orbital,0.6335301,0
4590105564411050496,AstroSpectroSB1,2.3569329,0
5815441557668429312,SB1,-0.81966627,0
5815441557668429312,Orbital,6.4576955,0
5618275174069770496,Orbital,5.421301,0
5810797564142964224,Orbital,-3.0736434,1
5749199211897248768,Orbital,3.3974135,0
5334309288142675072,Orbital,-2.799323,0
3342359256446516096,Orbital,0.2672645,0
4216438668014641792,Orbital,3.5823529,0
4518701389528622208,Orbital,-0.3544055,1
5256460184080229760,AstroSpectroSB1,0.4952082,0
5431786663276706048,Orbital,-1.120934,0
3357797567932421120,Orbital,2.4717066,0
5437460486873700480,Orbital,3.7621758,0
4766380505524277376,AstroSpectroSB1,5.3050976,1
5214445890573771264,Orbital,2.6755345,0
5573424716074458880,Orbital,-1.5373431,0
5243556491715667200,Orbital,0.2466316,0
5626683861039425024,Orbital,3.246134,0
4042401027000908928,Orbital,1.9548126,0
5615855148974681856,Orbital,6.1807265,0
4889246806759593600,Orbital,1.1909372,0
5424823731019267072,Orbital,-3.29437,0
5643361425210026368,Orbital,4.223947,0
5643361425210026368,SB1,-1.7016171,0
5438491175944349824,Orbital,-1.332055,0
3956600740106273664,Orbital,14.047862,0
3956600740106273664,SB1,-0.22573704,0
5247374442764024064,Orbital,-0.45420894,0
4979278014297999872,Orbital,9.199308,0
4638295715945158144,Orbital,7.676874,0
5562152561524840064,Orbital,0.013158131,0
5305094233390060416,Orbital,-0.7428149,0
5442621800610860032,Orbital,-1.4972396,0
5318272391338248448,Orbital,5.245558,0
5680625725393091712,Orbital,-0.99128044,0
3416706995764557568,AstroSpectroSB1,2.5864015,0
4233101904170398336,Orbital,0.53252524,0
5413830053548984448,Orbital,-0.6854727,0
5112376435164120320,Orbital,5.567842,0
5338707059792069248,Orbital,-1.8605524,0
3620704812607637504,Orbital,3.1519365,0
3133858522876176896,Orbital,0.98946226,0
5223385160627683072,Orbital,-1.5496475,0
5310114534768933760,Orbital,-1.1362789,0
4871931216609002240,AstroSpectroSB1,6.7869716,1
4630713861717001984,Orbital,-1.8066169,0
4085197760369248000,Orbital,7.410446,0
5473082636385878016,Orbital,-1.6396885,0
5810186510557095680,Orbital,0.9883562,0
5563739397321740800,Orbital,0.019952541,0
5379460045917668992,Orbital,-1.7506572,0
5622502349596690816,Orbital,3.6353838,0
5521707988381486976,Orbital,-0.8575489,0
5522158959944092288,AstroSpectroSB1,2.0572178,0
4610327988425784704,Orbital,1.0204526,0
4529172210553870464,AstroSpectroSB1,2.7458913,0
5562277562252467584,Orbital,-0.07535151,0
4287259238460324224,Orbital,2.5531125,1
5442912621436541056,Orbital,0.64971507,0
5802628536345155840,Orbital,0.22335148,0
5501958423071447936,Orbital,-0.15516594,1
3151205105506859136,AstroSpectroSB1,8.131828,0
5195690730465802112,Orbital,-1.0410348,0
3333181804685816320,Orbital,-0.26014808,0
5576549979095166848,Orbital,1.673927,0
5223927563458221440,Orbital,-0.2604285,1
4579355192550650496,Orbital,0.89765674,0
4301270388172756480,Orbital,1.6340895,1
5735209197744444288,Orbital,-1.4350172,0
5259859878339697152,Orbital,-0.34483165,0
4574412097507469440,Orbital,4.5801725,0
5534691811951689344,AstroSpectroSB1,1.2547925,0
4589576561879576832,Orbital,3.7277012,0
5547473084871959040,Orbital,1.2049174,0
5814270818300438912,Orbital,-0.3752823,0
5435247960239817856,Orbital,3.2273479,0
5530442371304582912,Orbital,-2.0418868,0
5725852280779100800,AstroSpectroSB1,2.1825995,0
5227156348077057536,Orbital,-0.00355374,0
4554838935113665920,OrbitalAlternative,-2.0475323,0
5793404802023231488,Orbital,2.8240054,1
5299855747675066752,Orbital,0.13883081,0
5368917344322208896,Orbital,0.48530766,0
5600043828171716992,Orbital,-0.54580784,0
5340413055155981440,Orbital,-0.70630765,0
5340475830392827008,Orbital,-0.29908845,0
5079949573813452544,Orbital,3.113069,0
3587540900511161856,Orbital,9.378204,1
3587540900511161856,SB1,1.0729029,1
4369616748182241664,AstroSpectroSB1,0.34711275,0
4323120982743804416,AstroSpectroSB1,2.009891,0
5340017643274632448,Orbital,-1.2880986,1
4869852413781086080,AstroSpectroSB1,2.7309277,0
5546644327986363392,Orbital,3.115364,0
4548731044936530432,Orbital,-0.5904132,0
5579280203906525312,Orbital,1.3058962,0
4706058480124880896,Orbital,1.6364901,0
5558910788928577152,Orbital,-1.4190463,0
5703347859033266816,Orbital,4.0224442,0
5496251854643833088,Orbital,3.1633065,1
5433117244145433600,Orbital,-0.10223254,0
3351077936976749568,Orbital,-1.3606653,0
5428837700072135424,Orbital,-0.4024846,0
5560659321656141056,Orbital,0.5465002,0
4302609245419595264,Orbital,1.5644221,0
5779539822952855168,Orbital,-2.2558587,0
3543823115599666304,Orbital,-2.5123093,0
5802279681921087872,Orbital,0.46665373,0
5249598411199470976,Orbital,-0.9982981,0
3369528356272086528,Orbital,5.3702016,0
4766550345710980096,Orbital,-1.6964704,0
5240942780798156544,AstroSpectroSB1,1.4873415,0
4039808034953040256,Orbital,1.05625,0
4492370766091333120,Orbital,0.94737697,0
5292225824159011712,Orbital,4.787582,1
4250917630378839808,Orbital,4.160525,0
5447741332907383296,Orbital,-0.076812044,0
4041041235966556544,Orbital,3.0409079,0
5645698780769027200,Orbital,5.714685,0
5628518464904780160,Orbital,0.1430687,0
4372034814769907456,AstroSpectroSB1,2.4895983,0
5739213168119531392,Orbital,4.3398356,0
5063489781669566336,Orbital,3.329691,0
4614234209641846144,Orbital,14.377764,0
5809103629045849472,Orbital,0.39488488,0
5251016403243004032,Orbital,-1.6500614,0
5275759228785387008,Orbital,-0.11413318,0
5791798205071900032,Orbital,-1.2201667,0
5692875869784065152,Orbital,-0.43452787,0
5774446300975220864,Orbital,9.5214205,0
5587723697298090752,Orbital,0.020353245,0
5392152017873574656,Orbital,-3.1331253,0
5596956468241544192,Orbital,0.2569035,0
4485171370119556352,Orbital,-1.7093525,0
5306034315847122432,Orbital,-0.5949115,0
4387356925918360960,OrbitalAlternative,-0.55172,0
4607062438892147456,AstroSpectroSB1,5.191765,0
3455707978872287744,AstroSpectroSB1,16.876053,0
5537364827799119232,Orbital,-1.0590767,0
5339426861963121280,Orbital,5.540506,0
4596514308450765696,Orbital,2.200149,0
4037034375075275264,Orbital,0.4781006,0
4214783834314710784,Orbital,-1.1893888,0
5283246250147369856,AstroSpectroSB1,10.200854,0
4527221883079729920,Orbital,-1.4825418,0
5634976480807455744,Orbital,0.18230139,0
5306630766535506304,Orbital,-0.33275113,1
5815822813333805056,AstroSpectroSB1,0.6482745,0
5338872776809660544,Orbital,16.522446,0
4323259349406501248,AstroSpectroSB1,1.6963093,0
5307720210758391936,Orbital,1.2478626,0
5523060937433504768,Orbital,-1.99075,0
4132846196270042880,AstroSpectroSB1,2.5735922,0
5405214250387742592,Orbital,-1.5137894,0
5263198854624868224,Orbital,0.41732675,0
5492237675131102208,Orbital,-1.0005566,0
4373465352415301632,Orbital,0.31277087,0
5613597954681851008,Orbital,0.016734064,0
3165224153639108736,Orbital,-0.37735993,0
4277855016732107520,Orbital,18.317806,0
5319225981449558528,Orbital,0.9138927,0
4595991456312872576,Orbital,1.2308353,0
3184078579032750464,Orbital,-2.2129352e-05,0
4539644023711472128,AstroSpectroSB1,3.9437537,1
5431003501761178496,Orbital,7.4840946,1
5548150968152392576,AstroSpectroSB1,3.3875775,0
5594783519718297728,AstroSpectroSB1,3.6900046,0
3444836592013809920,Orbital,-0.5835067,0
4222355792918309376,Orbital,3.2364595,0
4526051384236673152,Orbital,-1.3741302,0
5446310318525312768,AstroSpectroSB1,4.2741084,0
4466767229088016256,Orbital,-2.4132547,0
5347069876487895936,Orbital,-1.4980172,0
4073499132789964032,Orbital,-1.1979337,0
5598468571609299200,Orbital,1.2426142,0
5206235940328058368,Orbital,2.2006063,0
3263804373319076480,AstroSpectroSB1,5.562303,0
5404886183604550784,Orbital,18.338049,1
5481870861027188480,Orbital,-1.5607232,0
5482228404168489088,Orbital,4.3850307,0
5493144394268423552,Orbital,-1.6551629,0
4138142376286842368,Orbital,0.20794094,0
4093136543566833280,Orbital,-1.431204,1
3535381993034509184,Orbital,-0.85527575,0
5358606639678313856,Orbital,1.8422812,0
3858881884705215232,Orbital,4.112174,0
5375898899553018624,Orbital,-1.6337228,0
4638585128021126144,Orbital,-1.68212,0
3479099848234087296,Orbital,0.2504797,0
4485210127905490304,Orbital,0.64905924,0
5356500181567145088,Orbital,-3.1523356,0
5227530182034821120,Orbital,-2.738038,0
5382075371761948160,Orbital,-1.6910651,0
5707072523392360192,Orbital,-1.5516497,0
5343075247678089600,Orbital,1.2255809,0
5264558160233834880,Orbital,2.3822336,1
5724170783900483456,Orbital,9.327443,0
5724170783900483456,SB1,1.6654847,0
5240086982802965376,Orbital,6.527109,0
4463624996654914560,Orbital,1.4917252,0
5409510763870434048,Orbital,0.47301936,0
5224148977612425728,Orbital,0.4926205,0
5797883215965665664,Orbital,0.2616904,0
5807918596028342016,Orbital,3.3529246,0
4585689753917168256,Orbital,5.4020486,1
5335965530650423424,OrbitalAlternative,-3.9319649,0
4469103038467333504,Orbital,2.9172938,0
3326916065877489024,Orbital,0.03214009,0
5376527098649955968,Orbital,0.56904083,0
4228818619184855680,OrbitalAlternative,2.234065,0
5360124927791890560,Orbital,-0.030586448,0
5528031588984234368,Orbital,0.5741061,0
5248009823045926016,Orbital,-0.7634781,1
5248249860177270912,Orbital,-1.1573856,0
4643706515743966976,Orbital,0.43639672,0
3213178489994726784,Orbital,14.242831,0
3213178489994726784,SB1,2.2116485,0
3383399318227140480,Orbital,0.19392763,0
5418978005648473856,Orbital,-0.1890953,0
5420253370416762112,Orbital,-2.1801145,0
5786142149759230720,Orbital,-3.8990638,0
4302521872930371840,Orbital,1.9739789,0
3426845867363209472,Orbital,-2.3074799,0
5047411898012354944,Orbital,1.439644,0
3323544825789763712,Orbital,8.772862,0
3391502061790531456,Orbital,-0.7419233,0
4582499727085787904,Orbital,9.092252,0
4582499727085787904,SB1,-1.7761714,0
5263924360500132224,Orbital,0.6453329,0
4926939645906065792,SB1,0.45412928,0
4926939645906065792,Orbital,12.594978,0
4499184645807720832,Orbital,-1.9621389,0
4381761751762420096,Orbital,-0.64852023,0
5460294147924610688,Orbital,-2.187848,0
5578450759823441024,Orbital,-0.6495733,0
5346726893267801856,AstroSpectroSB1,6.201339,0
5342462579184592128,Orbital,7.5084157,0
4589512133070332032,AstroSpectroSB1,1.3631499,0
5367430181820963200,Orbital,-1.5504384,0
5420152863882552448,AstroSpectroSB1,2.2272549,0
5404496303662646784,Orbital,-0.015663708,2
4481997904678998912,Orbital,0.50941986,1
5169833412433389696,Orbital,-2.6929398,0
4026840085508765312,AstroSpectroSB1,2.564159,0
5303837663394917376,AstroSpectroSB1,7.8679233,0
5723238196178723200,AstroSpectroSB1,4.670455,0
5365603416272781312,AstroSpectroSB1,1.8182318,0
5290051746076689536,Orbital,-2.6169238,0
4916352173565642240,Orbital,-0.7595017,0
5355315973183634048,Orbital,0.85442865,0
4513138204329447552,Orbital,5.223893,0
4565275018440988416,Orbital,-1.2797362,0
5616332818057030144,Orbital,6.505354,0
4886183734866451072,AstroSpectroSB1,4.851171,0
5721549346321707520,Orbital,2.8992844,0
5580526947012630912,Orbital,0.65961564,1
4706150628647247872,AstroSpectroSB1,5.6265545,0
4909756130294501760,Orbital,9.882462,0
3131998595878651136,Orbital,-0.6720721,0
3143862910456124672,Orbital,-1.651081,1
3869650535947137920,Orbital,5.4553394,0
5439709430530134912,Orbital,5.222052,0
5309070170514924288,Orbital,0.3753174,1
5664612407982550528,AstroSpectroSB1,0.9814618,0
5419156092172866688,Orbital,-0.15457201,0
5551709778040603136,AstroSpectroSB1,1.0411239,0
4612441043615685504,AstroSpectroSB1,12.037933,0
3455517071870718208,SB1,-1.1322958,0
3455517071870718208,Orbital,12.397974,0
5693881682405524352,Orbital,4.690179,0
4056403406274320768,Orbital,2.588074,0
5305364163503765504,Orbital,19.24755,0
4664906646116881920,Orbital,-3.213089,0
5640825637852070016,AstroSpectroSB1,6.317266,0
4065680952327206784,Orbital,-1.9438499,0
4600723410759259264,Orbital,3.758859,0
5281870451850705536,AstroSpectroSB1,0.23099728,0
5409027081834001280,Orbital,4.6048503,1
5342578813850511104,Orbital,0.5230344,0
4526711950202650240,Orbital,1.329837,0
5164892791294247168,Orbital,-0.2636095,0
3378588057203660160,Orbital,6.826505,0
5374474344803028480,Orbital,-0.98655343,0
5311332724934219008,Orbital,-1.0822437,0
4186286004736185984,Orbital,1.1746851,0
5244119613470675072,Orbital,-0.57275975,0
5735072068028719360,Orbital,-0.7470154,0
5236808823252490240,Orbital,-2.7733595,0
5616692117842025856,Orbital,3.0471544,0
4548728708474317056,OrbitalAlternative,-0.3460554,0
4276147784410778240,OrbitalAlternative,0.703678,0
5807708898543269888,Orbital,-1.113462,0
5694885639599595392,Orbital,2.6809626,0
4572902261883485184,AstroSpectroSB1,4.0273285,0
3494029910469026432,AstroSpectroSB1,2.6353753,0
5774117615717690240,Orbital,-2.99631,0
5338443378820343424,Orbital,0.0011004048,0
5254694888140645504,Orbital,-0.10604124,0
5378176881487146112,Orbital,-2.3294377,0
5788346533133183744,Orbital,7.3450603,0
5420147130106871040,Orbital,-2.0293427,0
5234030907097114112,Orbital,4.6804123,0
3340642639619321088,Orbital,2.6407237,0
3544744231465951616,Orbital,-0.16945994,1
5185038318215704832,Orbital,-0.7983434,0
4500226669293899904,Orbital,4.2013497,0
5270878737186420480,Orbital,1.1210797,0
5225198495822496128,Orbital,-1.2989564,0
4534512091854130304,Orbital,15.243583,0
5584708870771932288,Orbital,-0.19180164,0
4604048883679014016,Orbital,1.0723673,0
3471425768171504768,Orbital,20.916473,0
3471425768171504768,SB1,-0.54844344,0
5394625163121065472,AstroSpectroSB1,5.745001,0
4377306079673970816,OrbitalAlternative,0.099652626,0
4825902704933133568,Orbital,-0.7726988,0
5508848302231207680,AstroSpectroSB1,0.32826245,0
3477926428809967744,Orbital,-0.73531866,0
4624181766215515392,AstroSpectroSB1,1.8183546,0
4429836007899676544,Orbital,1.3617038,0
4066545198443754368,Orbital,6.4225073,0
4607462729843939072,AstroSpectroSB1,1.4563352,0
5707611627688403328,Orbital,3.8557694,0
5707611627688403328,SB1,-0.87585914,0
4308312038618115200,Orbital,0.6082201,0
5560255560370103168,Orbital,0.44154647,0
5368438678806936192,Orbital,-3.042462,0
5048969528031403136,Orbital,0.835284,0
4145326619707093248,Orbital,0.31384507,0
5728893740393030528,AstroSpectroSB1,2.26975,0
3996593104743909504,Orbital,-2.2888615,0
5190216502588253568,Orbital,-2.046625,0
5596304286049728000,Orbital,1.7631675,0
3428156175986147456,SB1,-2.215581,0
3428156175986147456,Orbital,18.480947,0
4725174245688675200,Orbital,12.59298,0
5724359079567685248,Orbital,-1.3920939,0
3343804873719856640,Orbital,-0.7339088,0
4922744974687373440,Orbital,1.2301708,0
5811302892817949440,Orbital,-1.1006545,1
5811371234336131072,Orbital,1.626599,1
5635397971718083456,Orbital,3.168595,0
5355633933885075328,Orbital,0.0008257249,0
4189200672619773056,Orbital,-0.35763395,0
5297772448009491200,Orbital,-1.0259924,0
5582614232399787392,Orbital,2.7065277,1
4509011462269157888,Orbital,-1.9170775,0
5462038797999171456,Orbital,3.7298365,0
5258541770064649728,Orbital,-1.4240408,0
4304411727248603392,Orbital,-0.50186837,0
4616299844096471424,Orbital,5.86754,0
4848219183203942016,AstroSpectroSB1,4.0587816,1
3649963989549165440,Orbital,0.51740444,0
5798055736214256256,Orbital,0.10717181,0
5250557116615551488,Orbital,4.506041,0
4823745428759545728,AstroSpectroSB1,2.2981012,0
5602760132982139136,Orbital,2.7857575,0
5257900445553219584,Orbital,1.1477402,0
5645050549946004480,Orbital,1.5249063,0
5407450485230639360,OrbitalAlternative,-2.2156043,0
5516803479324273280,Orbital,-1.9151958,0
3447853681981008512,Orbital,6.5446005,0
5243254160380117504,AstroSpectroSB1,-0.095848806,0
4066537678000043264,Orbital,-1.1692644,0
5548402550158565888,Orbital,0.21775937,0
5942145704285106304,Orbital,-2.0399785,0
5880561783101527552,Orbital,4.7557096,0
6062515873609834624,Orbital,1.9512644,0
5822391983001690624,AstroSpectroSB1,2.3364131,0
6060592342385078400,Orbital,0.7727482,0
6079274934721327616,Orbital,7.831926,0
6708561757541017856,Orbital,-2.851118,0
6638805342558528896,Orbital,-1.3831657,0
6407789840663664896,Orbital,3.2813535,0
6407789840663664896,SB1,1.054135,0
6005787739355545856,Orbital,-1.9728626,0
5843766042361427840,Orbital,4.1529055,0
6001459821083925120,Orbital,-1.5411785,0
5826933790680986496,Orbital,4.9214234,0
5876973453866740224,Orbital,-3.820554,0
5940080748380243584,Orbital,0.63002485,0
5988572960704904320,Orbital,0.852149,0
6108727483977410944,AstroSpectroSB1,2.283913,0
6846249479816261504,AstroSpectroSB1,2.9132895,0
6442861405434573056,Orbital,7.5482044,0
6061091902940805632,Orbital,0.729446,0
6373802493140752768,Orbital,-1.3076034,0
5937166153580749312,Orbital,4.2332096,0
5878161721018647040,Orbital,0.23386551,0
6812951178188429824,AstroSpectroSB1,4.5074863,0
5930118112221106432,Orbital,-1.152633,0
6213866260451736704,Orbital,8.472179,0
6110322261174547712,Orbital,-0.9252275,0
5835735072076519552,Orbital,2.1937096,0
5910200081087329024,Orbital,7.4777026,0
6637762352701533696,Orbital,8.522933,1
5836107939556974080,Orbital,-1.7059578,1
6235670228872546176,Orbital,0.5601613,0
6662817744498467968,Orbital,3.3685496,0
5972309427049469824,Orbital,1.7036375,0
6871346794795714816,Orbital,-0.8329821,0
5845778492232388480,Orbital,-0.7924872,0
6453094358292937984,AstroSpectroSB1,9.218787,0
6203680487815763072,Orbital,2.760241,0
6593763230249162112,Orbital,1.6744576,0
6125227275168177792,Orbital,0.0810981,0
6729481649886598400,AstroSpectroSB1,1.6433322,0
6388177572584297728,Orbital,1.5755752,0
6663892968089369216,Orbital,8.533054,0
6190349798382940160,AstroSpectroSB1,4.266619,0
5850615690588671488,Orbital,6.30463,0
6153033301448724608,Orbital,-0.6391639,0
5875132669601153152,Orbital,-0.22583218,0
6432096160107695744,Orbital,0.09633647,0
6075374455900260480,Orbital,2.864946,0
6258491790996834176,Orbital,5.691134,0
5960784659798767104,Orbital,-3.3950212,0
5832387540143968512,Orbital,1.2838188,2
6874722673450275840,Orbital,0.77301455,0
6849346353097620352,Orbital,-2.4521337,1
6110177915912184576,Orbital,-0.22008657,0
5859138073991077248,Orbital,0.052563846,0
6765627888497331840,Orbital,1.4045547,0
5853035303389512960,Orbital,-0.5448373,0
5981162179282905600,Orbital,0.18913335,0
6441920468296049280,AstroSpectroSB1,1.9748077,0
6441956919683500544,OrbitalAlternative,-0.107168816,0
5949624101324409984,Orbital,9.213369,0
6786789712050413056,Orbital,1.3012216,0
5829931780903530880,Orbital,-1.3006516,0
5962264499334786816,Orbital,-2.1479359,0
5935961707295581824,Orbital,0.67361027,1
5861561878637016576,Orbital,0.30289125,0
6281177228434199296,Orbital,8.046969,0
6078098972677192832,Orbital,-3.8146825,0
6545745216706898560,Orbital,23.877274,0
6436045674596604032,Orbital,-0.27114394,0
5844626444572499072,Orbital,1.5367302,0
6835451416636336896,Orbital,3.9765487,0
5878689864551981440,Orbital,-2.5169575,0
5867253466159331968,Orbital,-1.4192957,0
6481502062263141504,Orbital,2.1053724,0
6533265145551821056,Orbital,0.59387606,0
5891094589110407040,Orbital,-0.022831304,0
5852526366941556992,Orbital,-1.502482,0
5929746958324419200,OrbitalAlternative,1.7452128,0
6890439122717023104,AstroSpectroSB1,3.4337752,0
6024854748451311232,Orbital,0.5656853,0
6744521388408107648,Orbital,4.1864305,0
6030270770997987840,Orbital,1.0595676,0
6735501029372750336,Orbital,-2.9250531,0
5921871053422658176,Orbital,-0.6713344,0
6328149636482597888,Orbital,0.7381435,0
6092954989675820416,Orbital,0.14730932,1
6446827932289136640,Orbital,-0.7717242,0
5906552485627898752,AstroSpectroSB1,4.5978494,0
6098609404322956544,Orbital,2.629889,0
6037767138131854592,Orbital,-0.9149283,0
6355581283364919552,AstroSpectroSB1,3.2068095,1
6811355413155399040,Orbital,4.69108,0
5982436002197936768,Orbital,2.332588,0
6437645257852546048,Orbital,-0.89433956,0
5913918762546888064,Orbital,-1.4609791,0
6635861709416858368,Orbital,8.130463,0
6687541573416724608,AstroSpectroSB1,1.4813906,0
5867421931981887488,Orbital,8.213404,0
6015526113844183552,Orbital,1.9990449,0
6344169039863753216,Orbital,-1.2698212,0
6078843891805589760,Orbital,2.2377117,0
6085398492936397056,Orbital,14.325817,0
6404422105267022848,Orbital,-0.42342865,0
6580641555405607936,Orbital,14.559601,0
6368543013628692480,Orbital,-0.660674,0
5868427401010365056,Orbital,1.6361345,0
5934219221896529280,OrbitalAlternative,-0.21556726,0
5848702162395394816,Orbital,1.4329224,0
6063286699958460416,Orbital,-0.2084227,0
5851559312105572224,Orbital,-0.29762375,0
6419426144021134848,Orbital,0.74897146,0
6434122078995788928,AstroSpectroSB1,3.40869,0
5843589291550449024,Orbital,0.36444244,0
5844557553300681984,Orbital,19.363998,1
6094621059029496576,Orbital,0.9167727,1
6053357560224101248,Orbital,-1.3390534,0
5859349042716245376,Orbital,-1.5088611,0
6454627180581715072,OrbitalAlternative,-2.4385545,0
6457796900805331328,Orbital,-1.9631926,0
6658996258694774912,AstroSpectroSB1,3.681135,0
5857087244219320192,Orbital,-2.6767774,0
5867824799907047168,Orbital,2.6764543,0
5909377783824708864,Orbital,-0.9803214,0
6292454472523167872,Orbital,1.0511723,1
6904880868648378496,AstroSpectroSB1,3.0116901,0
5921443790076572160,Orbital,1.3596735,0
5861845586994786432,Orbital,-3.1886294,0
6613959197267230848,Orbital,20.604904,0
5914966979397436288,Orbital,1.631305,0
5965131372786882688,Orbital,1.0943078,0
6056333899485696384,Orbital,1.7339678,0
6062284941789249280,Orbital,-1.7545332,0
5928221901348300800,Orbital,-1.7296714,0
6864071395073382528,Orbital,-0.88201064,0
5932818375359197312,Orbital,18.793224,0
5896923512549370496,Orbital,0.06344234,0
6058801963827743616,Orbital,0.3841707,0
5963752825737968000,Orbital,7.537842,0
5859383642976928128,Orbital,-2.6112437,0
6680744388236161408,Orbital,11.015767,0
6680744388236161408,SB1,1.5324757,0
6779601173750380288,AstroSpectroSB1,8.949193,0
6780013696768619520,Orbital,6.4124756,0
6658151490168357888,AstroSpectroSB1,3.4559264,1
6710702098662706816,Orbital,2.2425287,0
6419437207856851584,AstroSpectroSB1,3.660228,1
6349010808035938560,Orbital,-1.0575993,0
6126168422758172800,Orbital,3.1746159,0
5886991211741293824,Orbital,-2.2894793,0
5960264895642892928,AstroSpectroSB1,0.8659701,0
6695559040407753984,Orbital,5.382056,0
6695559040407753984,SB1,1.5478704,0
5934932667466334848,OrbitalAlternative,-2.7176008,0
5986212721561925888,Orbital,-1.6826234,0
6063292987791435136,Orbital,0.78215796,0
6552192654107835136,Orbital,1.7863742,0
6076914974761363840,Orbital,-0.048844844,0
6077285716340018816,Orbital,0.68586254,0
6849416588701482496,AstroSpectroSB1,8.617709,0
5867164611878424704,Orbital,-0.35712263,0
6233732236551257344,Orbital,6.21984,0
6019111239000040448,Orbital,6.069273,0
6019111239000040448,SB1,-0.15066606,0
6499199217307168128,Orbital,8.546655,0
6056770100721620864,Orbital,-1.1219426,0
5931500095297907072,Orbital,0.6097107,0
5823037327604341248,Orbital,6.840702,0
5898989116938219648,Orbital,5.5681987,1
6733503251107917440,Orbital,-0.90323365,0
5884660208377523584,Orbital,0.98720497,0
5866932443117002368,Orbital,0.73351294,0
5891326242473581312,Orbital,-1.2260568,0
6585984529082550656,AstroSpectroSB1,2.538185,0
6061014902763506560,Orbital,4.760875,0
5855126746253523328,Orbital,13.441658,0
5893759255549894784,Orbital,0.23091942,0
6809920447401593344,AstroSpectroSB1,2.5411656,0
6111811480954965760,Orbital,2.68588,0
5818150204561894912,Orbital,1.714384,0
5826876199409886080,Orbital,0.53563833,0
6098003019360423296,Orbital,2.770814,0
6629304222070480128,Orbital,14.509077,0
6435705684984445952,Orbital,12.023524,0
5854117463342391040,Orbital,10.472143,0
5835067702846121088,Orbital,0.8738157,0
6071268570260260224,Orbital,-1.4705296,0
6791860144283753984,Orbital,8.257509,1
6085671519716416896,Orbital,10.306631,0
6184510360847047808,AstroSpectroSB1,1.8630235,0
5825380971022094208,Orbital,0.14700907,0
5848031494646945536,Orbital,2.041912,0
6252201145679457152,Orbital,-3.534534,0
5990505382416912768,AstroSpectroSB1,5.3089337,0
5838328476310299264,Orbital,-0.95259863,0
6431043618238837632,Orbital,-3.0617616,0
6847017729207625984,Orbital,-0.7990097,1
6802634430521968000,Orbital,7.8452115,0
6633661071250558208,Orbital,0.3861637,0
6425991912065962496,Orbital,-0.8533838,0
6149723603948642176,Orbital,10.025216,0
5827333119561248384,Orbital,3.56365,0
6004477155854203264,Orbital,-0.28682953,0
5840437064743024128,Orbital,20.36804,0
6129796948571405824,Orbital,-2.34454,0
6047079073899377920,Orbital,-1.1639894,0
6857172062685559936,Orbital,0.14009169,0
6376455820857242496,Orbital,13.671603,0
5829166830057302272,Orbital,2.4355152,0
6413862477744675840,Orbital,0.40761718,0
6033453066848457216,Orbital,-2.3575447,0
5819108119709401600,Orbital,6.637637,0
6057874079099896320,Orbital,-0.7017359,0
6140306596093127808,Orbital,0.43888688,0
5843628942691169280,Orbital,7.4921894,0
6826626014757047296,Orbital,1.1670747,0
6125645776774520576,Orbital,-1.9033563,0
6138879739239086336,Orbital,0.24869303,0
5820382041374661888,Orbital,-2.4869494,0
5929211736672889472,Orbital,-2.5817673,0
5866825000219561728,Orbital,-2.5599475,0
5879892352310584320,Orbital,1.2585634,0
5858574810404752256,Orbital,3.7864687,0
5953785855892352768,Orbital,-1.1898495,0
5927607682312969600,Orbital,3.2789598,0
5870583921276613376,Orbital,0.6957353,0
6649826159924632576,Orbital,1.0645971,0
5963260068395759872,Orbital,6.3610506,0
6032624928403076480,Orbital,7.2358966,0
5820252436441849216,Orbital,-0.22689925,0
5847799841297901184,Orbital,-2.188172,0
6725004477227867520,Orbital,0.8077962,0
6019632377473316736,Orbital,-1.4418207,0
5885622869493356288,Orbital,-1.6519916,0
5950546522862611968,Orbital,-0.605916,0
6535560822750933248,AstroSpectroSB1,10.117381,0
