ra,dec,mjd,mag_auto,filter,class_star
249.49974509841607,-28.93688809718974,56417.261369201355,21.08681,r,0.414294
249.5003150334578,-28.938142863149643,56417.261369201355,16.623068,r,0.987691
249.4998229549568,-28.93601078311637,56417.261369201355,19.575754,r,0.980735
249.4988743216692,-28.93590504771552,56417.261369201355,21.586744,r,0.950807
249.49858961811796,-28.94060226834419,56417.261369201355,16.983633,r,0.984888
249.49859345821127,-28.939238631286987,56417.261369201355,19.192543,r,0.977886
249.49868863568994,-28.938013523435785,56417.261369201355,20.233507,r,0.344634
249.49818580996904,-28.936794875619047,56417.261369201355,16.739325,r,0.982589
249.50199318236147,-28.935973319925377,56417.261369201355,20.085354,r,0.982157
249.50054941883275,-28.939880811520755,56417.261369201355,22.64898,r,0.616631
249.50029939963414,-28.943233897096277,56417.261369201355,22.456018,r,0.497127
249.49903158839106,-28.943313366127544,56417.261369201355,17.774624,r,0.983645
249.49919124175486,-28.944529753967576,56417.261369201355,20.773073,r,0.974179
249.49723492665274,-28.934350831928885,56417.261369201355,22.076548,r,0.887069
249.49685222323006,-28.94172249761445,56417.261369201355,21.298132,r,0.964338
249.49639826583336,-28.941091869700994,56417.261369201355,21.62001,r,0.485052
249.4976446620205,-28.93516136503408,56417.261369201355,22.930786,r,0.502548
249.4960011180411,-28.943604323761015,56417.261369201355,22.3671,r,0.667657
249.494458042862,-28.93893162430238,56417.261369201355,17.453028,r,0.983727
249.49268180059462,-28.93934844471843,56417.261369201355,19.561579,r,0.982569
