gaia,set
1108361635526058624,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1108539206652670592,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1108786665488704896,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
110883896533093120,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1108935271355004032,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1108990934132905600,shahaf2024_nonclassI
1109149882284124544,shahaf2024_nonclassI
1109284057061077760,shahaf2024_nonclassI
1109289520259474688,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1109292715715142528,shahaf2024_nonclassI
1109322196371562112,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1109330270910049408,shahaf2024_nonclassI
1109330305269874688,shahaf2024_nonclassI
1109515366819948288,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1109588587421874176,shahaf2024_nonclassI
110969692799824512,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1109794367894958464,shahaf2024_nonclassI
1109899130738075008,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1109902566711892352,shahaf2024_nonclassI
1109921460270542592,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1110166277703715584,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1110190982355592064,shahaf2024_nonclassI
1110280455114104192,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1110290075840794240,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
111033395754668032,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1110593369251162624,shahaf2024_nonclassI
1111024790125775360,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
1111033998535509888,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1111046471120541440,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
111112384495905920,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1111166008650708480,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1111359935014184704,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1111822588891848960,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1112097260640253952,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1112208242595193600,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1112213740153272832,shahaf2024_nonclassI
1112472468984978048,shahaf2024_nonclassI
1112626224514992768,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1112739375430942976,shahaf2024_nonclassI
1112819811578309504,shahaf2024_nonclassI
111284840319993600,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1112996111396329984,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1113251679129440256,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1113297308861837696,shahaf2024_nonclassI
1113407431823303680,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1113581910574866176,shahaf2024_nonclassI
1113646919200699776,shahaf2024_nonclassI
1113786076140027648,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1113962925714263424,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1114057479417337472,shahaf2024_nonclassI
1114090365983444480,amrf3_halbwachs2023
1114249348492980096,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1114288793472478720,shahaf2024_nonclassI
1114598031118857600,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1114598718313617536,shahaf2024_nonclassI
1114844837118394240,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1115026325256432896,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1115095182172107904,shahaf2024_nonclassI
1115151493486390016,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1115628342232842368,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1115930841072009856,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1115964620992436480,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1116186997218862464,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1116716961823496192,shahaf2024_nonclassI
1117014688955305984,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1117287092961392256,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1117292727958321024,shahaf2024_nonclassI
1117302898440905472,shahaf2024_nonclassI
1117948827162646272,unified:Demoted (failed F#30 K-giant chromatic)|v2_orbital
1118157528213530880,shahaf2024_nonclassI
1118577266777234432,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1118629081262479232,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1118649868904151808,shahaf2024_nonclassI
1118672855569216896,unified:Demoted (failed F#30 K-giant chromatic)|v2_orbital
1118931824917272960,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1119302394695688064,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1120046420470297344,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1120072362072778112,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1120135377833225984,shahaf2024_nonclassI
1120368165060488832,shahaf2024_nonclassI
1120732859323926272,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1121517463949068288,shahaf2024_nonclassI
1121517463949068544,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1121797697679444480,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1122635942153107328,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
112273335632352128,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1122741495269108608,shahaf2024_nonclassI
1122808599838039296,shahaf2024_nonclassI
1122879483978242304,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1123032075576096384,shahaf2024_nonclassI
1123191745280491904,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1123512596517432832,shahaf2024_nonclassI
1123611518204077568,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1123842724883380352,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1124405296879800832,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
1124657153762302336,shahaf2024_nonclassI
1124695086913348608,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1124699450600132992,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1125693477831298944,shahaf2024_nonclassI
1125730689427842944,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1125971345035133440,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1126103148991284352,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1126110089658400512,shahaf2024_nonclassI
1126270957657299328,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1126297418952184320,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1126318309673085952,shahaf2024_nonclassI
1126496666779064064,desi_phase2b:STELLAR_SB1
1127120094167977088,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
112737982373264896,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1128064093619994880,shahaf2024_nonclassI
1128380478090744704,shahaf2024_nonclassI
1128389171104559232,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1128502077204674944,shahaf2024_nonclassI
1128722391846973824,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1128752216099804416,shahaf2024_nonclassI
1129647493442848768,desi_shortlist
1129655048289657216,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1129683261930416128,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
1130131862674886784,shahaf2024_nonclassI
1130502329373951872,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1130719925300913408,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1131316620813278464,shahaf2024_nonclassI;unified:Demoted (failed F#32 joint K_obs/K_pred)|v2_orbital
1131326825655682432,shahaf2024_nonclassI
1131371046638824704,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1131412278324875264,unified:Demoted (failed F#30 K-giant chromatic)|v2_orbital
1131608884748619520,shahaf2024_nonclassI
1131703545827247360,shahaf2024_nonclassI
1131919874739772416,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1132073909446788352,shahaf2024_nonclassI
1132083117856699008,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1132337208122032384,shahaf2024_nonclassI
1132449152149715456,shahaf2024_nonclassI
1132468904703337984,shahaf2024_nonclassI
1132494025967891968,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1132496358133998208,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1132635961751643648,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1133054811257638272,shahaf2024_nonclassI
1133075663322971392,shahaf2024_nonclassI
1133366694603383040,shahaf2024_nonclassI
1133382981119378688,shahaf2024_nonclassI
1133469498940493056,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1133721733779692032,shahaf2024_nonclassI
1134125804303241728,shahaf2024_nonclassI
1134144221123094144,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1134284713796572416,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1134581307058206208,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1134584575529558784,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1135012526071047552,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1135389864718506240,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1135446867524387968,shahaf2024_nonclassI
1136234186569440768,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1136589603702578048,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1136638875567764864,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1136769957969151616,shahaf2024_nonclassI
1137009651504267392,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1137078744641961344,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1137078783297740160,shahaf2024_nonclassI
1137217008229054080,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1137395339567794176,shahaf2024_nonclassI
1137445882742653824,shahaf2024_nonclassI
1137526147091401216,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1137526868645903232,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1137761133341898112,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1137935886971339008,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1138001892028620032,shahaf2024_nonclassI
1138575390422310400,shahaf2024_nonclassI
1138641567278397440,shahaf2024_nonclassI
1139009972393234432,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1139153596099837184,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1139596768004981760,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1139640404872685824,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1139780622668764032,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1139831960414566016,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1140605329405805440,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1140713012825427968,shahaf2024_nonclassI
1140811419115959296,unified:Demoted (failed F#30 K-giant chromatic)|v2_orbital
1140835883249694336,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1140886770022073216,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
114094637987137152,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
114098593652854528,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
114115803586193792,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1141313208734964480,amrf3_halbwachs2023;shahaf2024_nonclassI
1141356879962243840,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1141632651223406080,shahaf2024_nonclassI
1141768917648674816,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1141911308701083648,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1141991435610545792,shahaf2024_nonclassI;unified:Tier-2 (NSS period non-significant — nee|v2_orbital
1142203572634782080,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1142263461659373184,unified:Demoted (failed F#30 K-giant chromatic)|v2_orbital
1142350701035059072,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1142469134757342336,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1142529234235571072,shahaf2024_nonclassI
1142562936842166272,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
114256300556365568,shahaf2024_nonclassI
1142691034243095168,shahaf2024_nonclassI
1143134446667802240,shahaf2024_nonclassI
1143555593980592256,shahaf2024_nonclassI
1143588785487818112,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1143959698862844416,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1144019690966028928,amrf3_halbwachs2023
1144081263617122048,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1144238940456937600,shahaf2024_nonclassI
1144458499185107840,shahaf2024_nonclassI
1144494542550685824,shahaf2024_nonclassI
1144498528280363520,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1144559654254925440,shahaf2024_nonclassI
1144626449586258688,shahaf2024_nonclassI
1144629370163997440,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1144785088498556032,shahaf2024_nonclassI
1144896310971593472,shahaf2024_nonclassI
1145155142880498560,shahaf2024_nonclassI
1145750459707082880,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1145972354897375616,shahaf2024_nonclassI
1146449714742479744,shahaf2024_nonclassI
1146453769191615360,shahaf2024_nonclassI
1146513830014124928,shahaf2024_nonclassI
1146686212821743104,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1146830072750023168,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1146976380812481536,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1147092688526737792,shahaf2024_nonclassI
1147399108673693184,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1147658696497031808,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1147743221453965696,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1147769197416162048,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1148087059355660928,shahaf2024_nonclassI
1149155406700644736,shahaf2024_nonclassI
1149575557582146944,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1149781578572929024,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
1149845178448451712,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1150032954418086656,shahaf2024_nonclassI
1150253578298735488,shahaf2024_nonclassI
1150480764888435840,shahaf2024_nonclassI
1150563228260350080,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1151190327845469440,shahaf2024_nonclassI
1151463556484457856,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1151906346136778240,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
