mjd,survey,band,kind,mag,magerr,limit,note
59179.16466439981,ZTF-forced,g,forced_diff,19.371212130468734,0.1665663253736574,19.1566,ZFPS req479166 snr=6.5
59179.16466439981,ZTF-alert,g,diff_psf,19.2847,0.224901,,ZTF19abxfaon alert
59180.09224539995,ZTF-alert,r,diff_psf,18.7947,0.230781,,ZTF19abxfaon alert
59181.0682639,ZTF-forced,r,forced_diff,18.810058178862285,0.1328924540711073,18.9746,ZFPS req479166 snr=8.2
59181.0682639,ZTF-alert,r,diff_psf,18.769985,0.1785526,,ZTF19abxfaon alert
59181.164293999784,ZTF-forced,g,forced_diff,,,18.5622,ZFPS req479166 snr=2.7
59182.09163190005,ZTF-forced,r,forced_diff,19.31714256239745,0.195714210681523,18.9678,ZFPS req479166 snr=5.5
59182.09163190005,ZTF-alert,r,diff_psf,19.327,0.283019,,ZTF19abxfaon alert
59182.12721059984,ZTF-forced,g,forced_diff,19.86562516392781,0.2665663037532199,19.1773,ZFPS req479166 snr=4.1
59183.0686458,ZTF-alert,r,diff_psf,18.681309,0.10478999,,ZTF19abxfaon alert
59183.0686458,ZTF-forced,r,forced_diff,18.671360739873435,0.0851210993715339,19.3622,ZFPS req479166 snr=12.8
59183.14745370019,ZTF-forced,g,forced_diff,,,18.7238,ZFPS req479166 snr=2.8
59184.10843749996,ZTF-alert,r,diff_psf,18.610973,0.080241,,ZTF19abxfaon alert
59184.10843749996,ZTF-forced,r,forced_diff,18.593928722760847,0.0608652987654408,19.4609,ZFPS req479166 snr=17.8
59184.12729169987,ZTF-forced,g,forced_diff,19.576836612320623,0.2051185576756013,19.0938,ZFPS req479166 snr=5.3
59184.12729169987,ZTF-alert,g,diff_psf,19.6186,0.275171,,ZTF19abxfaon alert
59185.123773099855,ZTF-forced,g,forced_diff,19.566707561868096,0.2004482391062734,19.1199,ZFPS req479166 snr=5.4
59185.12469909992,ZTF-forced,g,forced_diff,19.83297065419798,0.2530459120356155,19.1617,ZFPS req479166 snr=4.3
59187.093599500135,ZTF-forced,g,forced_diff,19.031300665731685,0.0630567023837206,19.878,ZFPS req479166 snr=17.2
59187.093599500135,ZTF-alert,g,diff_psf,18.96721,0.121735066,,ZTF19abxfaon alert
59187.17037039995,ZTF-forced,r,forced_diff,19.18647562603017,0.2125519388979073,18.7865,ZFPS req479166 snr=5.1
59187.17037039995,ZTF-alert,r,diff_psf,19.1594,0.233078,,ZTF19abxfaon alert
59189.14504629979,ZTF-forced,g,forced_diff,19.754435102534806,0.1751556214066315,19.5086,ZFPS req479166 snr=6.2
59189.170011600014,ZTF-forced,r,forced_diff,18.928372625182323,0.1020599509859272,19.2876,ZFPS req479166 snr=10.6
59189.17094910005,ZTF-alert,r,diff_psf,18.639029,0.14061257,,ZTF19abxfaon alert
59189.17094910005,ZTF-forced,r,forced_diff,18.664916758368776,0.0864958849571909,19.2906,ZFPS req479166 snr=12.6
59190.11001159996,ZTF-alert,r,diff_psf,19.13672,0.15262288,,ZTF19abxfaon alert
59190.11001159996,ZTF-forced,r,forced_diff,19.12645137669626,0.0790268349827136,19.8311,ZFPS req479166 snr=13.7
59194.12865740014,ZTF-forced,r,forced_diff,19.009523293308263,0.0928625442586405,19.562,ZFPS req479166 snr=11.7
59195.09260419989,ZTF-forced,r,forced_diff,19.040082422016823,0.0881759864961842,19.6616,ZFPS req479166 snr=12.3
59195.153530099895,ZTF-forced,g,forced_diff,,,17.9638,ZFPS req479166 snr=2.7
59199.09298609989,ZTF-forced,r,forced_diff,19.4575100582719,0.1898379400896997,19.2318,ZFPS req479166 snr=5.7
59204.12722219992,ZTF-forced,r,forced_diff,18.80802960523217,0.12849721357311,18.9229,ZFPS req479166 snr=8.4
59205.124606499914,ZTF-forced,g,forced_diff,19.098450839876826,0.1278479445023251,19.1973,ZFPS req479166 snr=8.5
59205.12907409994,ZTF-forced,r,forced_diff,18.832361820059234,0.0974239376178416,19.3252,ZFPS req479166 snr=11.1
59216.076898099855,ZTF-forced,r,forced_diff,19.070301607165895,0.2087098235335228,18.799,ZFPS req479166 snr=5.2
59216.07931709988,ZTF-forced,r,forced_diff,,,18.4719,ZFPS req479166 snr=2.3
59216.081736099906,ZTF-forced,r,forced_diff,19.038822065012084,0.2800058043045757,18.3744,ZFPS req479166 snr=3.9
59216.08415509993,ZTF-forced,r,forced_diff,,,18.6503,ZFPS req479166 snr=2.8
59216.08658559993,ZTF-forced,r,forced_diff,19.10219369071456,0.1691279523225551,18.9461,ZFPS req479166 snr=6.4
59217.077395800035,ZTF-forced,r,forced_diff,,,17.2246,ZFPS req479166 snr=0.5
59217.08467590017,ZTF-forced,r,forced_diff,,,17.5128,ZFPS req479166 snr=1.7
59217.0870949002,ZTF-forced,r,forced_diff,,,17.4254,ZFPS req479166 snr=1.9
59218.07788190013,ZTF-forced,r,forced_diff,18.61570945990777,0.1996763428238901,18.228,ZFPS req479166 snr=5.4
59218.08033559984,ZTF-forced,r,forced_diff,18.980539127616215,0.234822128220823,18.3919,ZFPS req479166 snr=4.6
59218.08277780004,ZTF-forced,r,forced_diff,18.792383876063475,0.1477478831880248,18.7689,ZFPS req479166 snr=7.3
59218.08521990013,ZTF-forced,r,forced_diff,,,18.5999,ZFPS req479166 snr=2.7
59218.08766200021,ZTF-forced,r,forced_diff,18.777536294399376,0.1409849660218741,18.9023,ZFPS req479166 snr=7.7
59219.07791669993,ZTF-forced,r,forced_diff,18.621956104434577,0.1483023360582279,18.5365,ZFPS req479166 snr=7.3
59219.0803704001,ZTF-forced,r,forced_diff,18.625335913491988,0.1304225693771506,18.712,ZFPS req479166 snr=8.3
59219.082812500186,ZTF-forced,r,forced_diff,18.475457532703658,0.0935096103809894,18.9524,ZFPS req479166 snr=11.6
59219.085254599806,ZTF-forced,r,forced_diff,18.539588381122357,0.0852850981954927,19.1299,ZFPS req479166 snr=12.7
59219.08770829998,ZTF-forced,r,forced_diff,18.648516951303915,0.0963155967788734,19.171,ZFPS req479166 snr=11.3
59220.09207180003,ZTF-forced,r,forced_diff,18.87662761850457,0.1189835377692835,19.0599,ZFPS req479166 snr=9.1
59220.09453700017,ZTF-forced,r,forced_diff,19.164332140460875,0.1742044437281147,18.9472,ZFPS req479166 snr=6.2
59220.09701390006,ZTF-forced,r,forced_diff,19.127413937251223,0.1735241255321948,18.9589,ZFPS req479166 snr=6.3
59220.099490699824,ZTF-forced,r,forced_diff,18.951558188693443,0.1468964148307685,18.9167,ZFPS req479166 snr=7.4
59356.468877300154,ZTF-forced,g,forced_diff,,,20.0982,ZFPS req479166 snr=0.4
59359.45466439985,ZTF-forced,g,forced_diff,,,19.155,ZFPS req479166 snr=-0.3
59361.42108799983,ZTF-forced,r,forced_diff,,,18.9924,ZFPS req479166 snr=-0.7
59361.459062499925,ZTF-forced,g,forced_diff,,,19.0016,ZFPS req479166 snr=0.0
59362.42613429995,ZTF-forced,g,forced_diff,,,18.9932,ZFPS req479166 snr=-0.2
59364.40173610021,ZTF-forced,g,forced_diff,,,18.4655,ZFPS req479166 snr=-1.1
59367.439930600114,ZTF-forced,g,forced_diff,,,19.4971,ZFPS req479166 snr=-0.8
59368.42883099988,ZTF-forced,r,forced_diff,,,19.7709,ZFPS req479166 snr=-1.2
59369.40011569997,ZTF-forced,g,forced_diff,,,19.9874,ZFPS req479166 snr=-0.4
59369.45796300005,ZTF-forced,r,forced_diff,,,20.1205,ZFPS req479166 snr=-0.9
59370.42710650014,ZTF-forced,g,forced_diff,,,20.2352,ZFPS req479166 snr=0.0
59370.44625000004,ZTF-forced,r,forced_diff,,,20.145,ZFPS req479166 snr=-2.3
59371.42240739986,ZTF-forced,i,forced_diff,,,19.3442,ZFPS req479166 snr=-1.6
59371.48108799989,ZTF-forced,r,forced_diff,,,19.8317,ZFPS req479166 snr=-1.7
59373.40182870021,ZTF-forced,r,forced_diff,,,19.8855,ZFPS req479166 snr=-1.1
59375.415636599995,ZTF-forced,r,forced_diff,,,19.8604,ZFPS req479166 snr=-1.1
59375.43598379986,ZTF-forced,g,forced_diff,,,20.1125,ZFPS req479166 snr=-1.5
59375.439375000075,ZTF-forced,i,forced_diff,,,18.9661,ZFPS req479166 snr=-1.6
59377.43686340004,ZTF-forced,r,forced_diff,,,20.2146,ZFPS req479166 snr=-1.5
59377.43780090008,ZTF-forced,r,forced_diff,,,20.1303,ZFPS req479166 snr=0.3
59379.396909699775,ZTF-forced,r,forced_diff,,,19.8875,ZFPS req479166 snr=-0.4
59379.39737269981,ZTF-forced,r,forced_diff,,,20.0563,ZFPS req479166 snr=-1.5
59379.457939799875,ZTF-forced,i,forced_diff,,,19.5333,ZFPS req479166 snr=-1.1
59386.3781365999,ZTF-forced,r,forced_diff,,,19.6843,ZFPS req479166 snr=-1.5
59386.43835650012,ZTF-forced,g,forced_diff,,,20.2216,ZFPS req479166 snr=-0.4
59386.438819400035,ZTF-forced,g,forced_diff,,,20.3422,ZFPS req479166 snr=-0.6
59390.36909720022,ZTF-forced,r,forced_diff,,,19.0495,ZFPS req479166 snr=-0.7
59390.36957179988,ZTF-forced,r,forced_diff,,,19.1955,ZFPS req479166 snr=-1.4
59390.437731499784,ZTF-forced,g,forced_diff,,,19.0743,ZFPS req479166 snr=-0.5
59390.43866899982,ZTF-forced,g,forced_diff,,,19.1429,ZFPS req479166 snr=-0.2
59395.439652800094,ZTF-forced,i,forced_diff,,,18.9303,ZFPS req479166 snr=-2.8
59397.39710649988,ZTF-forced,r,forced_diff,,,20.0787,ZFPS req479166 snr=-0.5
59397.39758099988,ZTF-forced,r,forced_diff,,,20.1782,ZFPS req479166 snr=0.2
59397.435902799945,ZTF-forced,g,forced_diff,,,19.9908,ZFPS req479166 snr=0.6
59397.438865699805,ZTF-forced,g,forced_diff,,,20.1051,ZFPS req479166 snr=-0.7
59399.360173599795,ZTF-forced,i,forced_diff,,,19.3697,ZFPS req479166 snr=-0.3
59400.39737269981,ZTF-forced,g,forced_diff,,,20.1937,ZFPS req479166 snr=1.5
59401.39697920019,ZTF-forced,g,forced_diff,,,20.3606,ZFPS req479166 snr=-1.1
59402.339548599906,ZTF-forced,g,forced_diff,,,19.9079,ZFPS req479166 snr=-0.2
59402.36158559984,ZTF-forced,i,forced_diff,,,19.1119,ZFPS req479166 snr=-1.3
59403.41922450019,ZTF-forced,r,forced_diff,,,20.3488,ZFPS req479166 snr=-0.9
59404.3770486,ZTF-forced,g,forced_diff,,,19.928,ZFPS req479166 snr=0.5
59405.42033560015,ZTF-forced,r,forced_diff,,,20.2114,ZFPS req479166 snr=-0.6
59405.440555599984,ZTF-forced,g,forced_diff,,,20.1721,ZFPS req479166 snr=1.3
59407.398912,ZTF-forced,i,forced_diff,,,19.6429,ZFPS req479166 snr=-3.8
59408.3764698999,ZTF-forced,g,forced_diff,,,20.0177,ZFPS req479166 snr=-2.0
59409.40077550011,ZTF-forced,g,forced_diff,,,20.1489,ZFPS req479166 snr=-0.7
59409.44041670021,ZTF-forced,r,forced_diff,,,20.21,ZFPS req479166 snr=-1.6
59410.41539350012,ZTF-forced,r,forced_diff,,,19.9469,ZFPS req479166 snr=-1.5
59410.43987269979,ZTF-forced,g,forced_diff,,,19.9805,ZFPS req479166 snr=0.2
59411.33189810021,ZTF-forced,g,forced_diff,,,20.0156,ZFPS req479166 snr=1.9
59411.41921300022,ZTF-forced,i,forced_diff,,,19.6143,ZFPS req479166 snr=-1.5
59412.41159720021,ZTF-forced,r,forced_diff,,,20.0951,ZFPS req479166 snr=-1.4
59414.39841439994,ZTF-forced,g,forced_diff,,,20.3293,ZFPS req479166 snr=-1.4
59415.438877299894,ZTF-forced,g,forced_diff,,,20.2358,ZFPS req479166 snr=-1.4
59416.41094909981,ZTF-forced,r,forced_diff,,,19.3608,ZFPS req479166 snr=-0.2
59422.2816319,ZTF-forced,g,forced_diff,,,18.8989,ZFPS req479166 snr=0.2
59422.38068290008,ZTF-forced,r,forced_diff,,,19.2367,ZFPS req479166 snr=-0.4
59423.377419000026,ZTF-forced,g,forced_diff,,,19.0763,ZFPS req479166 snr=0.9
59423.37839120021,ZTF-forced,g,forced_diff,,,19.2117,ZFPS req479166 snr=0.5
59423.41957180016,ZTF-forced,r,forced_diff,,,19.5377,ZFPS req479166 snr=-0.1
59423.420509300195,ZTF-forced,r,forced_diff,,,19.4723,ZFPS req479166 snr=-0.7
59424.306585600134,ZTF-forced,g,forced_diff,,,19.7103,ZFPS req479166 snr=-1.3
59424.31225690013,ZTF-forced,g,forced_diff,,,19.8388,ZFPS req479166 snr=-1.4
59424.37618059991,ZTF-forced,r,forced_diff,,,19.792,ZFPS req479166 snr=-0.4
59424.37665509991,ZTF-forced,r,forced_diff,,,19.7307,ZFPS req479166 snr=-1.9
59425.38452549977,ZTF-forced,g,forced_diff,,,19.7891,ZFPS req479166 snr=-0.4
59426.352083299775,ZTF-forced,g,forced_diff,,,20.2004,ZFPS req479166 snr=-0.8
59426.35642360011,ZTF-forced,g,forced_diff,,,20.0987,ZFPS req479166 snr=-0.2
59426.358298600186,ZTF-forced,g,forced_diff,,,20.1352,ZFPS req479166 snr=-0.3
59426.39915509987,ZTF-forced,r,forced_diff,,,20.05,ZFPS req479166 snr=-0.9
59426.41677080002,ZTF-forced,r,forced_diff,,,19.8686,ZFPS req479166 snr=-0.7
59427.334861100186,ZTF-forced,r,forced_diff,,,20.0822,ZFPS req479166 snr=-0.2
59427.35650460003,ZTF-forced,g,forced_diff,,,20.0095,ZFPS req479166 snr=-0.8
59427.38245370006,ZTF-forced,i,forced_diff,,,19.6726,ZFPS req479166 snr=-1.6
59428.31928239995,ZTF-forced,g,forced_diff,,,20.2147,ZFPS req479166 snr=-1.3
59428.35754630016,ZTF-forced,r,forced_diff,,,20.1188,ZFPS req479166 snr=-1.6
59428.3584838002,ZTF-forced,r,forced_diff,,,20.1174,ZFPS req479166 snr=-0.4
59428.377569399774,ZTF-forced,r,forced_diff,,,19.9264,ZFPS req479166 snr=0.1
59429.31634260016,ZTF-forced,g,forced_diff,,,20.3644,ZFPS req479166 snr=-0.1
59429.37593750004,ZTF-forced,r,forced_diff,,,20.0045,ZFPS req479166 snr=0.0
59430.31420140015,ZTF-forced,g,forced_diff,,,20.2491,ZFPS req479166 snr=1.0
59430.31892360002,ZTF-forced,g,forced_diff,,,20.4061,ZFPS req479166 snr=0.6
59435.39576390013,ZTF-forced,g,forced_diff,,,20.3664,ZFPS req479166 snr=1.2
59436.33995370008,ZTF-forced,g,forced_diff,,,20.2561,ZFPS req479166 snr=0.9
59436.35733800009,ZTF-forced,r,forced_diff,,,20.0658,ZFPS req479166 snr=-1.1
59436.4037269,ZTF-forced,i,forced_diff,,,19.6646,ZFPS req479166 snr=-1.1
59438.25063659996,ZTF-forced,r,forced_diff,,,19.7647,ZFPS req479166 snr=-0.0
59438.25111109996,ZTF-forced,r,forced_diff,,,19.77,ZFPS req479166 snr=-1.5
59438.251585599966,ZTF-forced,r,forced_diff,,,19.9309,ZFPS req479166 snr=-1.2
59438.2520486,ZTF-forced,r,forced_diff,,,19.8229,ZFPS req479166 snr=-1.8
59438.2525231,ZTF-forced,r,forced_diff,,,19.8259,ZFPS req479166 snr=-0.1
59438.25298610004,ZTF-forced,r,forced_diff,,,19.9432,ZFPS req479166 snr=-0.5
59438.25346060004,ZTF-forced,r,forced_diff,,,19.9541,ZFPS req479166 snr=-2.3
59438.25393520016,ZTF-forced,r,forced_diff,,,19.8821,ZFPS req479166 snr=-0.9
59438.25439810008,ZTF-forced,r,forced_diff,,,19.7928,ZFPS req479166 snr=-0.4
59438.2548727002,ZTF-forced,r,forced_diff,,,19.8212,ZFPS req479166 snr=-0.1
59438.25534720021,ZTF-forced,r,forced_diff,,,19.8998,ZFPS req479166 snr=0.1
59438.25581019977,ZTF-forced,r,forced_diff,,,19.908,ZFPS req479166 snr=-2.4
59438.256284699775,ZTF-forced,r,forced_diff,,,19.8804,ZFPS req479166 snr=0.4
59438.2567592999,ZTF-forced,r,forced_diff,,,19.8929,ZFPS req479166 snr=-1.1
59438.2572337999,ZTF-forced,r,forced_diff,,,19.795,ZFPS req479166 snr=-1.3
59438.257696799934,ZTF-forced,r,forced_diff,,,19.957,ZFPS req479166 snr=-1.3
59438.25817129994,ZTF-forced,r,forced_diff,,,19.9154,ZFPS req479166 snr=-1.0
59438.25864579994,ZTF-forced,r,forced_diff,,,20.0019,ZFPS req479166 snr=-0.2
59438.259120400064,ZTF-forced,r,forced_diff,,,19.8223,ZFPS req479166 snr=-0.5
59438.25958329998,ZTF-forced,r,forced_diff,,,19.8528,ZFPS req479166 snr=-0.8
59438.2600579001,ZTF-forced,r,forced_diff,,,19.9732,ZFPS req479166 snr=-0.6
59438.260532400105,ZTF-forced,r,forced_diff,,,20.014,ZFPS req479166 snr=1.4
59438.26099540014,ZTF-forced,r,forced_diff,,,19.8054,ZFPS req479166 snr=-0.7
59438.26146990014,ZTF-forced,r,forced_diff,,,19.842,ZFPS req479166 snr=-1.0
59438.26194440015,ZTF-forced,r,forced_diff,,,19.9559,ZFPS req479166 snr=0.3
59438.26240740018,ZTF-forced,r,forced_diff,,,19.9496,ZFPS req479166 snr=-0.2
59438.262881900184,ZTF-forced,r,forced_diff,,,19.9477,ZFPS req479166 snr=0.2
59438.26335649984,ZTF-forced,r,forced_diff,,,19.9714,ZFPS req479166 snr=-0.6
59438.26381940022,ZTF-forced,r,forced_diff,,,19.8596,ZFPS req479166 snr=-0.7
59438.26429399988,ZTF-forced,r,forced_diff,,,19.8745,ZFPS req479166 snr=-0.7
59438.26476849988,ZTF-forced,r,forced_diff,,,19.9576,ZFPS req479166 snr=0.2
59438.265231499914,ZTF-forced,r,forced_diff,,,19.8236,ZFPS req479166 snr=-0.2
59438.26570599992,ZTF-forced,r,forced_diff,,,20.0211,ZFPS req479166 snr=-0.4
59438.26618060004,ZTF-forced,r,forced_diff,,,19.967,ZFPS req479166 snr=-0.4
59438.266643499956,ZTF-forced,r,forced_diff,,,20.0163,ZFPS req479166 snr=0.3
59438.26711810008,ZTF-forced,r,forced_diff,,,19.8692,ZFPS req479166 snr=-0.6
59438.26759260008,ZTF-forced,r,forced_diff,,,19.9607,ZFPS req479166 snr=-0.0
59438.268055600114,ZTF-forced,r,forced_diff,,,20.0154,ZFPS req479166 snr=0.5
59438.26853010012,ZTF-forced,r,forced_diff,,,19.95,ZFPS req479166 snr=-1.3
59438.26899310015,ZTF-forced,r,forced_diff,,,19.9152,ZFPS req479166 snr=0.7
59438.26946760016,ZTF-forced,r,forced_diff,,,19.992,ZFPS req479166 snr=-2.1
59438.26994210016,ZTF-forced,r,forced_diff,,,20.0388,ZFPS req479166 snr=-0.1
59438.27040510019,ZTF-forced,r,forced_diff,,,19.8969,ZFPS req479166 snr=0.2
59438.2708796002,ZTF-forced,r,forced_diff,,,19.9855,ZFPS req479166 snr=0.6
59438.27134260023,ZTF-forced,r,forced_diff,,,20.0201,ZFPS req479166 snr=-2.6
59438.27181709977,ZTF-forced,r,forced_diff,,,19.9285,ZFPS req479166 snr=0.9
59438.27229169989,ZTF-forced,r,forced_diff,,,19.852,ZFPS req479166 snr=-0.8
59438.272766199894,ZTF-forced,r,forced_diff,,,19.8372,ZFPS req479166 snr=-0.5
59438.27322919993,ZTF-forced,r,forced_diff,,,19.9901,ZFPS req479166 snr=-0.9
59438.27370369993,ZTF-forced,r,forced_diff,,,19.9848,ZFPS req479166 snr=0.0
59438.274166699965,ZTF-forced,r,forced_diff,,,19.8831,ZFPS req479166 snr=-0.8
59438.27464119997,ZTF-forced,r,forced_diff,,,19.9685,ZFPS req479166 snr=0.4
59438.27511569997,ZTF-forced,r,forced_diff,,,20.053,ZFPS req479166 snr=0.2
59438.275578700006,ZTF-forced,r,forced_diff,,,19.9904,ZFPS req479166 snr=-0.6
59438.27605320001,ZTF-forced,r,forced_diff,,,19.8627,ZFPS req479166 snr=-0.9
59438.27652780013,ZTF-forced,r,forced_diff,,,19.9775,ZFPS req479166 snr=-1.6
59438.27699070005,ZTF-forced,r,forced_diff,,,19.8459,ZFPS req479166 snr=0.3
59438.27746530017,ZTF-forced,r,forced_diff,,,20.0358,ZFPS req479166 snr=0.9
59438.277928200085,ZTF-forced,r,forced_diff,,,19.9173,ZFPS req479166 snr=0.3
59438.278402800206,ZTF-forced,r,forced_diff,,,19.9263,ZFPS req479166 snr=-0.7
59438.27887730021,ZTF-forced,r,forced_diff,,,20.0214,ZFPS req479166 snr=-0.2
59438.27934029978,ZTF-forced,r,forced_diff,,,19.9834,ZFPS req479166 snr=-1.1
59438.27981479978,ZTF-forced,r,forced_diff,,,20.0227,ZFPS req479166 snr=-0.3
59438.2802893999,ZTF-forced,r,forced_diff,,,20.0618,ZFPS req479166 snr=2.2
59438.28075229982,ZTF-forced,r,forced_diff,,,19.9562,ZFPS req479166 snr=0.2
59438.28122689994,ZTF-forced,r,forced_diff,,,19.9247,ZFPS req479166 snr=1.9
59438.281701399945,ZTF-forced,r,forced_diff,,,20.0259,ZFPS req479166 snr=-1.0
59438.28216439998,ZTF-forced,r,forced_diff,,,20.0707,ZFPS req479166 snr=-0.8
59438.28263889998,ZTF-forced,r,forced_diff,,,20.0592,ZFPS req479166 snr=-0.9
59438.283113399986,ZTF-forced,r,forced_diff,,,19.9387,ZFPS req479166 snr=-0.0
59438.28357640002,ZTF-forced,r,forced_diff,,,19.9028,ZFPS req479166 snr=-1.7
59438.28405090002,ZTF-forced,r,forced_diff,,,19.8867,ZFPS req479166 snr=-0.9
59438.284525500145,ZTF-forced,r,forced_diff,,,19.9655,ZFPS req479166 snr=1.1
59438.28500000015,ZTF-forced,r,forced_diff,,,19.9058,ZFPS req479166 snr=-0.6
59438.28546300018,ZTF-forced,r,forced_diff,,,19.9312,ZFPS req479166 snr=-1.3
59438.285937500186,ZTF-forced,r,forced_diff,,,19.929,ZFPS req479166 snr=-1.6
59438.28641200019,ZTF-forced,r,forced_diff,,,20.0047,ZFPS req479166 snr=-0.5
59438.28687500022,ZTF-forced,r,forced_diff,,,19.9755,ZFPS req479166 snr=-0.5
59438.28734950023,ZTF-forced,r,forced_diff,,,19.9318,ZFPS req479166 snr=-0.9
59438.28782409988,ZTF-forced,r,forced_diff,,,20.0076,ZFPS req479166 snr=-0.9
59438.2882869998,ZTF-forced,r,forced_diff,,,19.8701,ZFPS req479166 snr=-1.2
59438.28876159992,ZTF-forced,r,forced_diff,,,19.9924,ZFPS req479166 snr=-0.2
59438.28922449984,ZTF-forced,r,forced_diff,,,19.9916,ZFPS req479166 snr=-0.6
59438.28969909996,ZTF-forced,r,forced_diff,,,19.9443,ZFPS req479166 snr=-1.1
59438.29017359996,ZTF-forced,r,forced_diff,,,20.0373,ZFPS req479166 snr=-0.5
59438.290648099966,ZTF-forced,r,forced_diff,,,20.0259,ZFPS req479166 snr=-2.1
59438.29112270009,ZTF-forced,r,forced_diff,,,20.0189,ZFPS req479166 snr=0.9
59438.29159720009,ZTF-forced,r,forced_diff,,,19.9677,ZFPS req479166 snr=-0.4
59438.292060200125,ZTF-forced,r,forced_diff,,,19.981,ZFPS req479166 snr=-1.1
59438.29253470013,ZTF-forced,r,forced_diff,,,20.0117,ZFPS req479166 snr=0.4
59438.29299770016,ZTF-forced,r,forced_diff,,,20.0672,ZFPS req479166 snr=-0.4
59438.29347220017,ZTF-forced,r,forced_diff,,,19.9613,ZFPS req479166 snr=-0.7
59438.29394679982,ZTF-forced,r,forced_diff,,,20.0442,ZFPS req479166 snr=0.3
59438.29440970021,ZTF-forced,r,forced_diff,,,19.8508,ZFPS req479166 snr=-1.3
59438.29488429986,ZTF-forced,r,forced_diff,,,20.0413,ZFPS req479166 snr=-1.4
59438.29535879986,ZTF-forced,r,forced_diff,,,20.0295,ZFPS req479166 snr=0.3
59438.2958217999,ZTF-forced,r,forced_diff,,,19.8839,ZFPS req479166 snr=-1.5
59438.2962962999,ZTF-forced,r,forced_diff,,,19.9597,ZFPS req479166 snr=-0.2
59438.296770799905,ZTF-forced,r,forced_diff,,,19.9671,ZFPS req479166 snr=0.7
59438.29723379994,ZTF-forced,r,forced_diff,,,19.9844,ZFPS req479166 snr=-0.0
59438.29770829994,ZTF-forced,r,forced_diff,,,19.8715,ZFPS req479166 snr=-1.7
59438.298182900064,ZTF-forced,r,forced_diff,,,19.874,ZFPS req479166 snr=-0.5
59438.29865740007,ZTF-forced,r,forced_diff,,,20.0066,ZFPS req479166 snr=-2.2
59438.2991204001,ZTF-forced,r,forced_diff,,,19.9631,ZFPS req479166 snr=-1.6
59438.299594900105,ZTF-forced,r,forced_diff,,,19.9524,ZFPS req479166 snr=-1.2
59438.30005790014,ZTF-forced,r,forced_diff,,,19.9553,ZFPS req479166 snr=-0.7
59438.30053240014,ZTF-forced,r,forced_diff,,,19.964,ZFPS req479166 snr=-0.2
59438.30100690015,ZTF-forced,r,forced_diff,,,20.0543,ZFPS req479166 snr=-1.0
59438.30146990018,ZTF-forced,r,forced_diff,,,19.9235,ZFPS req479166 snr=-0.9
59438.301944400184,ZTF-forced,r,forced_diff,,,19.9959,ZFPS req479166 snr=-0.7
59438.30241899984,ZTF-forced,r,forced_diff,,,19.9708,ZFPS req479166 snr=-1.1
59438.30288190022,ZTF-forced,r,forced_diff,,,19.9398,ZFPS req479166 snr=-0.3
59438.30335649988,ZTF-forced,r,forced_diff,,,19.9072,ZFPS req479166 snr=-0.4
59438.30383099988,ZTF-forced,r,forced_diff,,,20.0327,ZFPS req479166 snr=-1.0
59438.304293999914,ZTF-forced,r,forced_diff,,,19.9975,ZFPS req479166 snr=-0.2
59438.30476849992,ZTF-forced,r,forced_diff,,,19.8822,ZFPS req479166 snr=-1.9
59438.30524310004,ZTF-forced,r,forced_diff,,,19.8815,ZFPS req479166 snr=1.0
59438.305705999956,ZTF-forced,r,forced_diff,,,19.9269,ZFPS req479166 snr=-0.5
59438.30618060008,ZTF-forced,r,forced_diff,,,20.0565,ZFPS req479166 snr=-1.0
59438.30665510008,ZTF-forced,r,forced_diff,,,19.9396,ZFPS req479166 snr=-3.3
59438.307118100114,ZTF-forced,r,forced_diff,,,20.0761,ZFPS req479166 snr=-1.5
59438.30759260012,ZTF-forced,r,forced_diff,,,20.0793,ZFPS req479166 snr=0.7
59438.30805560015,ZTF-forced,r,forced_diff,,,19.8908,ZFPS req479166 snr=-0.5
59438.30853010016,ZTF-forced,r,forced_diff,,,20.051,ZFPS req479166 snr=-0.9
59438.30900460016,ZTF-forced,r,forced_diff,,,19.9595,ZFPS req479166 snr=-0.6
59438.30946760019,ZTF-forced,r,forced_diff,,,20.0189,ZFPS req479166 snr=-0.9
59438.3099421002,ZTF-forced,r,forced_diff,,,20.0531,ZFPS req479166 snr=0.2
59438.31041669985,ZTF-forced,r,forced_diff,,,20.0614,ZFPS req479166 snr=-0.9
59438.31089119986,ZTF-forced,r,forced_diff,,,19.9657,ZFPS req479166 snr=0.6
59438.31135419989,ZTF-forced,r,forced_diff,,,20.0609,ZFPS req479166 snr=-2.4
59438.311828699894,ZTF-forced,r,forced_diff,,,20.0523,ZFPS req479166 snr=-0.4
59438.31229169993,ZTF-forced,r,forced_diff,,,20.0599,ZFPS req479166 snr=-1.6
59438.31276619993,ZTF-forced,r,forced_diff,,,20.0642,ZFPS req479166 snr=-1.2
59438.313240699936,ZTF-forced,r,forced_diff,,,19.9096,ZFPS req479166 snr=-1.8
59438.31371530006,ZTF-forced,r,forced_diff,,,20.0118,ZFPS req479166 snr=-2.7
59438.31417819997,ZTF-forced,r,forced_diff,,,20.0025,ZFPS req479166 snr=0.1
59438.314652800094,ZTF-forced,r,forced_diff,,,19.8933,ZFPS req479166 snr=-2.9
59438.31511570001,ZTF-forced,r,forced_diff,,,19.9601,ZFPS req479166 snr=-0.7
