MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs,snr
60554.892723,-21.055,0.629,-14,9,c,0,1.11,313.22651,-14.84044,2419.31,3578.68,2.38,2.24,-60.8,-0.399,19.6,21.44,03a60555o0400c,-1.5555555555555556
60554.898136,22.026,1.806,6,10,c,0,1.11,313.22651,-14.84044,2363.0,3500.84,2.48,2.36,-55.0,-0.397,19.54,21.43,03a60555o0412c,0.6
60554.908298,-21.477,1.095,-9,10,c,0,0.96,313.22651,-14.84044,2340.75,3616.96,2.43,2.27,-52.1,-0.4,19.59,21.42,03a60555o0434c,-0.9
60556.731932,19.87,1.175,41,48,c,0,1.2,313.22651,-14.84044,4136.29,3287.65,2.35,2.2,-34.7,-0.407,17.71,19.28,03a60557o0027c,0.8541666666666666
60556.733735,19.803,0.743,44,32,c,0,0.9,313.22651,-14.84044,4115.65,3250.2,2.37,2.19,-39.0,-0.396,18.28,19.93,03a60557o0031c,1.375
60556.797986,-21.789,3.444,-7,24,c,0,1.03,313.22651,-14.84044,4174.25,3337.78,2.41,2.25,-56.7,-0.395,18.4,20.15,03a60557o0051c,-0.2916666666666667
60556.82542,20.435,0.6,24,15,c,0,1.05,313.22651,-14.84044,4198.34,3223.78,2.47,2.28,-43.8,-0.389,19.15,20.92,03a60557o0106c,1.6
60558.138058,-22.594,3.32,-3,11,o,0,1.29,313.22651,-14.84044,6179.84,1082.48,2.27,2.0,-8.4,-0.436,19.43,20.86,04a60558o0372o,-0.2727272727272727
60558.141237,-21.126,0.913,-13,12,o,0,0.98,313.22651,-14.84044,6200.81,1118.75,2.13,1.94,-15.0,-0.451,19.46,20.83,04a60558o0379o,-1.0833333333333333
60558.148517,21.354,1.28,10,13,o,0,0.85,313.22651,-14.84044,6141.56,1034.48,2.18,1.99,-5.7,-0.439,19.42,20.84,04a60558o0395o,0.7692307692307693
60558.158367,21.372,1.222,10,12,o,0,1.01,313.22651,-14.84044,6127.16,1143.92,2.08,1.93,-23.4,-0.477,19.48,20.87,04a60558o0415o,0.8333333333333334
60558.855494,-21.74,1.561,-7,11,c,0,0.71,313.22651,-14.84044,6135.67,1094.21,2.71,2.43,-47.6,-0.403,19.47,21.46,03a60559o0311c,-0.6363636363636364
60558.858763,-20.723,0.607,-19,11,c,0,0.96,313.22651,-14.84044,6154.35,1133.59,2.97,2.8,-39.5,-0.395,19.38,21.47,03a60559o0318c,-1.7272727272727273
60558.890727,21.118,0.862,13,11,c,0,0.99,313.22651,-14.84044,6095.14,1055.85,2.84,2.6,-55.8,-0.403,19.42,21.48,03a60559o0386c,1.1818181818181819
60558.896211,23.885,9.167,1,9,c,0,1.16,313.22651,-14.84044,6077.07,1173.57,2.68,2.34,-53.1,-0.401,19.51,21.47,03a60559o0398c,0.1111111111111111
60559.84693,21.46,1.208,10,11,c,0,1.05,313.22651,-14.84044,10070.75,997.06,2.82,2.34,-52.7,-0.398,19.48,21.39,03a60560o0289c,0.9090909090909091
60559.85021,20.649,0.55,20,11,c,0,1.01,313.22651,-14.84044,10090.44,1037.59,2.84,2.41,-46.8,-0.386,19.46,21.38,03a60560o0296c,1.8181818181818181
60559.855376,21.159,0.803,12,10,c,0,1.18,313.22651,-14.84044,10032.0,958.36,2.76,2.33,-54.6,-0.405,19.5,21.4,03a60560o0307c,1.2
60559.865455,20.172,0.402,31,12,c,0,0.66,313.22651,-14.84044,10010.57,1076.16,2.83,2.33,-56.3,-0.399,19.49,21.42,03a60560o0328c,2.5833333333333335
60561.097787,21.353,2.039,10,21,o,0,1.06,313.22651,-14.84044,10115.14,910.98,2.85,2.21,-27.9,-0.371,19.32,20.56,04a60561o0274o,0.47619047619047616
60561.101933,-22.344,4.591,-4,19,o,0,0.9,313.22651,-14.84044,10137.5,946.03,2.85,2.2,-27.1,-0.375,19.35,20.65,04a60561o0283o,-0.21052631578947367
60561.124813,-20.85,0.969,-17,16,o,0,0.87,313.22651,-14.84044,10089.09,845.24,2.63,2.15,-24.5,-0.387,19.44,20.81,04a60561o0326o,-1.0625
60561.130301,-20.032,0.429,-35,15,o,0,0.95,313.22651,-14.84044,10068.22,957.59,2.63,2.17,-23.4,-0.39,19.43,20.81,04a60561o0337o,-2.3333333333333335
60562.030875,19.698,0.831,48,40,o,0,1.16,313.22651,-14.84044,6128.6,5156.02,1.98,1.84,-30.4,-0.461,18.02,18.74,04a60562o0143o,1.2
60562.032695,-20.057,0.98,-34,34,o,0,0.71,313.22651,-14.84044,6110.23,5116.86,1.94,1.79,-33.2,-0.464,18.52,19.24,04a60562o0147o,-1.0
60562.069249,-21.815,3.351,-7,23,o,0,1.19,313.22651,-14.84044,6190.13,5191.85,2.14,1.87,-26.4,-0.452,18.63,19.6,04a60562o0220o,-0.30434782608695654
60562.094502,-20.48,0.969,-23,23,o,0,0.5,313.22651,-14.84044,4489.19,5560.54,1.94,1.76,-46.2,-0.446,18.82,19.9,04a60562o0271o,-1.0
60562.345619,20.745,0.576,18,10,o,0,1.23,313.22651,-14.84044,4494.78,5450.53,2.45,2.21,38.3,-0.424,19.57,20.84,01a60562o0224o,1.8
60562.34857,-20.64,0.535,-20,11,o,0,0.96,313.22651,-14.84044,4514.89,5488.79,2.5,2.23,34.7,-0.424,19.57,20.83,01a60562o0230o,-1.8181818181818181
60562.353972,26.18,87.0,0,11,o,0,1.13,313.22651,-14.84044,4457.82,5411.15,2.63,2.2,32.6,-0.415,19.55,20.82,01a60562o0241o,0.0
60562.368363,-22.943,3.8,-2,9,o,0,1.36,313.22651,-14.84044,4436.41,5525.17,2.62,2.19,38.0,-0.412,19.55,20.79,01a60562o0270o,-0.2222222222222222
60562.880407,22.989,7.5,2,17,o,0,1.04,313.22651,-14.84044,4414.2,5412.81,2.6,2.42,-43.7,-0.382,19.03,20.36,03a60563o0356o,0.11764705882352941
60562.883601,-20.244,0.568,-29,16,o,0,1.05,313.22651,-14.84044,4433.51,5452.68,2.72,2.53,-53.7,-0.378,18.97,20.36,03a60563o0363o,-1.8125
60562.910537,-22.57,4.765,-3,16,o,0,0.95,313.22651,-14.84044,4380.53,5377.62,2.66,2.41,-51.3,-0.391,19.05,20.46,03a60563o0416o,-0.1875
60562.927247,21.591,1.977,8,17,o,0,1.17,313.22651,-14.84044,4360.59,5493.58,2.61,2.37,-48.6,-0.392,19.06,20.55,03a60563o0449o,0.47058823529411764
60564.859747,21.658,3.341,8,26,o,0,1.42,313.22651,-14.84044,9287.33,9617.13,2.78,2.24,-47.7,-0.418,18.7,19.49,03a60565o0222o,0.3076923076923077
60564.881677,-18.982,0.325,-93,30,o,0,1.15,313.22651,-14.84044,9307.1,9658.31,2.85,2.33,-47.8,-0.427,18.67,19.52,03a60565o0269o,-3.1
60564.885349,-19.735,0.643,-46,30,o,0,1.0,313.22651,-14.84044,9254.4,9578.36,3.1,2.48,-46.5,-0.411,18.62,19.52,03a60565o0277o,-1.5333333333333334
60564.896617,21.031,2.056,14,29,o,0,0.87,313.22651,-14.84044,9230.72,9695.79,2.77,2.26,-46.5,-0.428,18.69,19.52,03a60565o0301o,0.4827586206896552
60566.100357,20.77,1.495,18,27,o,0,1.17,313.22651,-14.84044,678.76,5699.32,2.62,2.35,69.1,-0.352,18.47,19.25,04a60566o0170o,0.6666666666666666
60566.103702,-20.311,0.83,-27,23,o,0,1.24,313.22651,-14.84044,700.22,5734.09,2.49,2.34,61.3,-0.355,18.53,19.28,04a60566o0177o,-1.173913043478261
60566.108889,20.163,0.819,31,26,o,0,1.14,313.22651,-14.84044,642.86,5651.18,2.63,2.34,69.6,-0.355,18.53,19.3,04a60566o0187o,1.1923076923076923
60566.120838,20.069,0.798,34,27,o,0,1.05,313.22651,-14.84044,627.22,5754.52,2.63,2.34,74.3,-0.356,18.54,19.29,04a60566o0208o,1.2592592592592593
60570.908482,-18.697,0.688,-121,83,o,0,1.11,313.22651,-14.84044,6282.6,3432.13,2.39,2.1,-53.4,-0.444,17.29,16.95,03a60571o0416o,-1.4578313253012047
60570.912192,0.0,0.0,0,0,o,0,-2.0,313.22651,-14.84044,6257.38,3426.35,2.51,2.19,-57.3,-0.452,16.21,16.12,03a60571o0424o,
60570.917337,20.045,1.852,35,64,o,0,1.05,313.22651,-14.84044,6246.39,3393.02,2.44,2.17,-52.7,-0.438,17.6,17.41,03a60571o0435o,0.546875
60570.927427,-20.32,1.868,-27,50,o,0,1.42,313.22651,-14.84044,6224.44,3509.62,2.42,2.14,-49.3,-0.433,17.67,17.51,03a60571o0457o,-0.54
60574.121365,21.737,3.327,7,24,o,0,1.08,313.22651,-14.84044,2638.13,5534.32,2.11,1.83,-77.6,-0.412,18.56,19.24,04a60574o0311o,0.2916666666666667
60574.124534,20.884,0.897,16,14,o,0,1.47,313.22651,-14.84044,2658.47,5570.49,2.04,1.78,-84.3,-0.416,18.93,19.72,04a60574o0318o,1.1428571428571428
60574.130447,22.71,8.0,3,24,o,0,1.1,313.22651,-14.84044,2600.1,5488.94,2.07,1.86,89.3,-0.408,18.57,19.14,04a60574o0331o,0.125
60574.152346,-23.453,14.25,-2,22,o,0,1.25,313.22651,-14.84044,2583.68,5593.3,2.12,1.86,-84.2,-0.398,18.71,19.41,04a60574o0377o,-0.09090909090909091
60574.344399,-21.333,1.42,-11,15,o,0,0.9,313.22651,-14.84044,2553.44,5565.79,2.52,2.25,43.9,-0.425,19.1,19.83,01a60574o0304o,-0.7333333333333333
60574.348095,-21.011,1.127,-14,16,o,0,1.17,313.22651,-14.84044,2573.28,5604.33,2.56,2.23,43.6,-0.426,19.11,19.82,01a60574o0312o,-0.875
60574.354102,-20.263,0.682,-28,20,o,0,0.72,313.22651,-14.84044,2512.78,5526.49,2.56,2.22,45.5,-0.43,19.1,19.78,01a60574o0325o,-1.4
60574.367108,-21.873,2.627,-6,17,o,0,0.91,313.22651,-14.84044,2487.9,5639.93,2.59,2.28,47.9,-0.42,19.08,19.76,01a60574o0353o,-0.35294117647058826
60574.855554,21.838,2.265,7,15,o,0,0.98,313.22651,-14.84044,2480.4,5473.61,2.72,2.46,-57.8,-0.398,19.11,20.55,03a60575o0287o,0.4666666666666667
60574.858738,20.943,1.0,15,15,o,0,0.95,313.22651,-14.84044,2501.43,5512.57,2.55,2.3,-56.1,-0.401,19.15,20.51,03a60575o0294o,1.0
60574.86422,20.314,0.527,27,14,o,0,1.09,313.22651,-14.84044,2445.53,5434.68,2.6,2.34,-57.6,-0.401,19.11,20.43,03a60575o0306o,1.9285714285714286
60574.875897,-20.147,0.561,-32,18,o,0,0.99,313.22651,-14.84044,2420.98,5551.11,2.76,2.5,-60.7,-0.396,18.95,20.17,03a60575o0331o,-1.7777777777777777
60575.839598,-22.476,4.824,-4,18,o,0,0.82,313.22651,-14.84044,4169.36,1149.55,2.66,2.53,-47.5,-0.399,19.08,20.62,03a60576o0256o,-0.2222222222222222
60575.842755,21.853,2.103,7,14,o,0,0.96,313.22651,-14.84044,4187.78,1189.35,2.37,2.2,-49.0,-0.397,19.2,20.63,03a60576o0263o,0.5
60575.849583,20.892,1.208,16,19,o,0,0.95,313.22651,-14.84044,4130.75,1110.63,3.11,2.99,-55.1,-0.4,18.89,20.62,03a60576o0278o,0.8421052631578947
60575.862852,-22.062,2.267,-5,12,o,0,1.47,313.22651,-14.84044,4109.87,1226.94,2.48,2.28,-40.2,-0.392,19.15,20.61,03a60576o0305o,-0.4166666666666667
60577.190736,-22.883,4.933,-3,13,c,0,1.0,313.22651,-14.84044,4223.16,1138.19,2.51,2.23,37.2,-0.376,19.21,20.87,04a60577o0225c,-0.23076923076923078
60577.193988,-21.64,1.273,-8,10,c,0,1.13,313.22651,-14.84044,4241.68,1177.07,2.4,2.12,29.8,-0.382,19.31,20.98,04a60577o0232c,-0.8
60577.201239,-25.952,83.0,0,12,c,0,0.61,313.22651,-14.84044,4179.21,1099.75,2.42,2.12,37.8,-0.383,19.32,20.97,04a60577o0248c,0.0
60577.215564,-23.548,10.444,-1,14,c,0,0.84,313.22651,-14.84044,4153.3,1218.56,2.44,2.16,38.0,-0.376,19.28,20.86,04a60577o0279c,-0.07142857142857142
60579.821638,21.204,1.31,12,16,o,0,1.12,313.22651,-14.84044,3212.51,9255.08,2.67,2.34,-50.7,-0.386,19.13,20.56,03a60580o0212o,0.75
60579.824807,-23.489,11.286,-2,16,o,0,0.79,313.22651,-14.84044,3231.16,9294.46,2.71,2.34,-47.7,-0.386,19.13,20.56,03a60580o0219o,-0.125
60579.830314,-24.554,35.0,0,19,o,0,1.18,313.22651,-14.84044,3176.61,9216.33,2.75,2.34,-41.4,-0.388,18.81,20.23,03a60580o0231o,0.0
60579.844462,19.963,0.509,38,19,o,0,1.07,313.22651,-14.84044,3154.26,9333.87,2.68,2.4,-49.3,-0.384,18.94,20.29,03a60580o0261o,2.0
60582.100255,23.897,11.667,1,12,c,0,0.88,313.22651,-14.84044,1533.48,9431.34,3.01,2.15,-76.1,-0.344,19.51,21.24,04a60582o0266c,0.08333333333333333
60582.103941,21.174,0.925,12,11,c,0,1.46,313.22651,-14.84044,1550.61,9466.88,3.2,2.25,-74.9,-0.331,19.46,21.27,04a60582o0274c,1.0909090909090908
60582.114382,23.23,5.364,2,10,c,0,1.44,313.22651,-14.84044,1496.96,9382.9,3.03,2.14,-75.3,-0.342,19.52,21.26,04a60582o0296c,0.2
60582.12017,-22.474,3.045,-4,11,c,0,0.85,313.22651,-14.84044,1476.02,9495.88,3.05,2.14,-74.8,-0.339,19.54,21.43,04a60582o0308c,-0.36363636363636365
60582.318065,21.821,2.13,7,14,o,0,1.25,313.22651,-14.84044,1463.61,9469.57,2.72,2.5,-25.5,-0.444,19.23,20.41,01a60582o0155o,0.5
60582.321298,-21.4,1.673,-10,17,o,0,0.87,313.22651,-14.84044,1481.74,9509.36,3.41,2.91,-12.0,-0.391,19.09,20.4,01a60582o0162o,-0.5882352941176471
60582.331237,-21.767,2.222,-7,16,o,0,0.82,313.22651,-14.84044,1419.89,9429.48,2.85,2.59,-32.2,-0.431,19.28,20.49,01a60582o0183o,-0.4375
60582.33655,21.609,2.0,8,16,o,0,0.85,313.22651,-14.84044,1399.67,9547.32,2.86,2.67,-32.9,-0.419,19.32,20.48,01a60582o0194o,0.5
60583.095186,22.655,3.556,3,11,c,0,1.16,313.22651,-14.84044,1530.88,9437.9,3.02,2.21,-76.1,-0.34,19.46,21.19,04a60583o0254c,0.2727272727272727
60583.098446,21.936,2.548,6,16,c,0,0.74,313.22651,-14.84044,1548.18,9473.6,3.15,2.41,-77.1,-0.329,19.39,21.17,04a60583o0261c,0.375
60583.105756,20.453,0.465,24,11,c,0,1.45,313.22651,-14.84044,1494.83,9391.54,3.07,2.35,-79.1,-0.332,19.4,21.17,04a60583o0276c,2.1818181818181817
60583.123244,-20.675,0.625,-20,12,c,0,1.04,313.22651,-14.84044,1475.66,9498.63,3.11,2.28,-77.3,-0.336,19.41,21.23,04a60583o0314c,-1.6666666666666667
60584.756325,-20.455,0.664,-24,16,o,0,1.27,313.22651,-14.84044,4211.93,5236.43,2.65,2.6,-57.8,-0.437,19.12,20.54,03a60585o0068o,-1.5
60584.75995,22.302,3.346,4,15,o,0,0.93,313.22651,-14.84044,4191.59,5196.95,2.44,2.26,-60.2,-0.448,19.2,20.56,03a60585o0076o,0.26666666666666666
60584.795533,25.832,82.0,0,14,o,0,1.13,313.22651,-14.84044,6301.85,5316.82,2.58,2.2,-49.7,-0.432,19.27,20.69,03a60585o0153o,0.0
60584.801454,20.954,0.814,15,12,o,0,1.58,313.22651,-14.84044,6282.09,5433.42,2.47,2.12,-50.9,-0.432,19.28,20.7,03a60585o0166o,1.25
60586.103698,-23.016,4.286,-2,10,c,0,1.49,313.22651,-14.84044,8156.85,951.28,2.81,2.2,-29.4,-0.35,19.51,21.2,04a60586o0266c,-0.2
60586.106919,20.743,0.661,18,12,c,0,0.95,313.22651,-14.84044,8176.12,988.75,2.8,2.18,-28.1,-0.349,19.5,21.19,04a60586o0273c,1.5
60586.112131,21.657,1.617,8,13,c,0,1.02,313.22651,-14.84044,8118.01,908.07,2.86,2.25,-25.2,-0.345,19.48,21.18,04a60586o0284c,0.6153846153846154
60586.126083,-22.36,2.64,-4,11,c,0,1.22,313.22651,-14.84044,8094.28,1019.32,2.77,2.27,-24.3,-0.346,19.47,21.14,04a60586o0313c,-0.36363636363636365
60586.852703,-21.491,1.397,-9,13,o,0,1.08,313.22651,-14.84044,8093.09,1048.45,2.34,2.14,-53.9,-0.417,19.24,20.54,03a60587o0273o,-0.6923076923076923
60586.855511,-21.054,1.309,-14,18,o,0,1.32,313.22651,-14.84044,8111.78,1088.03,2.35,2.12,-55.9,-0.422,18.94,20.25,03a60587o0279o,-0.7777777777777778
60586.873226,-20.543,0.681,-22,15,o,0,1.2,313.22651,-14.84044,8056.04,1011.06,2.3,2.09,-53.2,-0.421,19.18,20.41,03a60587o0315o,-1.4666666666666666
60586.878793,21.187,1.211,12,15,o,0,0.82,313.22651,-14.84044,8034.15,1127.67,2.37,2.21,-46.9,-0.417,19.12,20.41,03a60587o0327o,0.8
60587.859876,-22.193,3.25,-5,16,o,0,0.95,313.22651,-14.84044,611.51,7482.13,2.43,2.15,-47.8,-0.391,19.24,20.56,03a60588o0280o,-0.3125
60587.863527,21.003,0.898,14,13,o,0,1.26,313.22651,-14.84044,630.24,7521.54,2.39,2.1,-58.5,-0.397,19.26,20.58,03a60588o0288o,1.0769230769230769
60587.897832,23.209,7.9,2,15,o,0,1.4,313.22651,-14.84044,577.64,7446.93,2.58,2.24,-52.8,-0.387,19.15,20.46,03a60588o0359o,0.13333333333333333
60587.902055,20.419,0.654,25,16,o,0,0.76,313.22651,-14.84044,554.8,7563.61,2.58,2.25,-58.4,-0.384,19.15,20.44,03a60588o0367o,1.5625
60588.744047,-20.324,0.787,-27,21,o,0,0.99,313.22651,-14.84044,9920.0,3098.82,2.27,1.95,-52.0,-0.388,18.81,19.96,03a60589o0036o,-1.2857142857142858
60588.746773,-20.116,0.725,-33,24,o,0,0.94,313.22651,-14.84044,9901.39,3060.42,2.27,2.02,-52.2,-0.391,18.73,19.94,03a60589o0042o,-1.375
60588.75227,20.124,0.737,32,24,o,0,1.14,313.22651,-14.84044,9960.6,3139.38,2.31,1.99,-54.7,-0.388,18.64,19.83,03a60589o0054o,1.3333333333333333
60588.757732,20.068,0.85,34,29,o,0,1.19,313.22651,-14.84044,9983.3,3023.74,2.37,2.1,-45.2,-0.38,18.56,19.81,03a60589o0066o,1.1724137931034482
60590.745569,-20.444,0.767,-24,18,o,0,1.19,313.22651,-14.84044,8344.08,9376.74,2.84,2.25,-45.6,-0.412,19.05,20.18,03a60591o0035o,-1.3333333333333333
60590.747403,-24.523,29.0,-1,16,o,0,1.31,313.22651,-14.84044,8323.72,9337.45,2.74,2.17,-46.4,-0.416,19.09,20.24,03a60591o0039o,-0.0625
60590.750126,-20.718,1.072,-19,20,o,0,1.02,313.22651,-14.84044,8380.73,9416.77,2.75,2.23,-46.5,-0.416,19.08,20.27,03a60591o0045o,-0.95
60590.756507,-22.198,3.577,-5,17,o,0,0.86,313.22651,-14.84044,8402.45,9299.39,2.7,2.17,-48.8,-0.417,19.1,20.31,03a60591o0059o,-0.29411764705882354
60593.047675,20.898,1.355,16,22,o,0,0.77,313.22651,-14.84044,547.01,3737.03,2.58,2.04,50.8,-0.372,18.82,19.79,04a60593o0084o,0.7272727272727273
60593.054186,21.649,2.5,8,20,o,0,0.96,313.22651,-14.84044,567.24,3769.27,2.59,2.09,51.4,-0.367,18.79,19.76,04a60593o0098o,0.4
60593.057811,-20.327,0.629,-27,17,o,0,1.19,313.22651,-14.84044,507.5,3688.69,2.63,2.05,47.4,-0.361,18.79,19.78,04a60593o0106o,-1.588235294117647
60593.069992,-23.467,12.6,-2,19,o,0,0.98,313.22651,-14.84044,491.62,3795.48,2.57,2.08,49.5,-0.367,18.87,19.77,04a60593o0131o,-0.10526315789473684
60594.072234,-19.896,0.886,-40,35,o,0,1.18,313.22651,-14.84044,8545.35,7163.69,2.28,1.9,-14.3,-0.422,18.51,19.14,04a60594o0134o,-1.1428571428571428
60594.075412,20.426,1.208,24,30,o,0,1.46,313.22651,-14.84044,8565.01,7200.48,2.27,1.88,-11.6,-0.423,18.51,19.15,04a60594o0141o,0.8
60594.082788,19.941,0.866,38,33,o,0,1.37,313.22651,-14.84044,8508.51,7118.65,2.33,1.99,-21.5,-0.412,18.46,19.16,04a60594o0157o,1.1515151515151516
60594.101493,22.388,8.154,4,33,o,0,1.15,313.22651,-14.84044,8488.53,7227.8,2.29,1.88,-10.5,-0.424,18.44,19.04,04a60594o0197o,0.12121212121212122
60598.101469,-21.5,4.394,-9,40,o,0,1.32,313.22651,-14.84044,7310.79,9078.71,2.21,2.02,-31.1,-0.364,18.27,18.44,04a60598o0254o,-0.225
60598.104236,-21.92,6.889,-6,43,o,0,1.46,313.22651,-14.84044,7330.94,9117.61,2.25,1.98,-32.9,-0.371,18.16,18.35,04a60598o0260o,-0.13953488372093023
60598.110206,-20.492,1.819,-23,42,o,0,1.04,313.22651,-14.84044,7268.26,9037.32,2.27,2.06,-45.7,-0.374,18.2,18.33,04a60598o0273o,-0.5476190476190477
60598.142719,-18.811,1.759,-108,191,o,0,0.7,313.22651,-14.84044,7241.98,9153.42,2.27,2.03,-46.0,-0.373,15.88,16.05,04a60598o0341o,-0.5654450261780105
60598.343757,-20.111,0.908,-33,30,o,0,1.22,313.22651,-14.84044,7211.29,9119.47,2.74,2.62,64.6,-0.428,18.56,18.77,01a60598o0334o,-1.1
60598.346529,-20.561,1.379,-22,30,o,0,1.35,313.22651,-14.84044,7228.86,9158.15,2.6,2.46,-63.0,-0.45,18.59,18.67,01a60598o0340o,-0.7333333333333333
60598.37482,20.119,1.097,32,36,o,0,1.11,313.22651,-14.84044,7148.27,9082.21,2.95,2.67,-49.4,-0.435,18.32,18.48,01a60598o0400o,0.8888888888888888
60598.403403,-20.503,2.097,-23,48,o,0,0.77,313.22651,-14.84044,7103.99,9202.21,3.24,2.78,-38.4,-0.409,18.12,18.2,01a60598o0461o,-0.4791666666666667
60598.859909,-20.18,2.474,-31,76,o,0,1.33,313.22651,-14.84044,7067.61,9156.9,3.47,2.97,-34.5,-0.379,17.51,17.77,03a60599o0285o,-0.40789473684210525
60598.863141,17.932,0.358,244,87,o,0,0.99,313.22651,-14.84044,7086.88,9196.29,3.35,2.85,-37.4,-0.379,17.5,17.73,03a60599o0292o,2.8045977011494254
60598.870035,23.491,54.4,2,79,o,0,1.19,313.22651,-14.84044,7029.87,9117.1,3.26,2.82,-37.7,-0.397,17.47,17.66,03a60599o0307o,0.02531645569620253
60598.882844,-20.647,4.536,-20,91,o,0,1.05,313.22651,-14.84044,7011.58,9233.39,3.24,2.78,-36.4,-0.384,17.4,17.57,03a60599o0335o,-0.21978021978021978
60601.088231,-20.209,0.984,-30,30,o,0,1.13,313.22651,-14.84044,8345.87,3272.85,2.41,1.88,-23.1,-0.411,18.67,19.08,04a60601o0232o,-1.0
60601.107558,-19.911,0.826,-39,33,o,0,1.19,313.22651,-14.84044,8362.41,3308.57,2.45,1.88,-23.4,-0.419,18.59,18.92,04a60601o0274o,-1.1818181818181819
60601.111215,21.644,3.322,8,26,o,0,1.05,313.22651,-14.84044,8299.91,3229.6,2.44,1.85,-22.8,-0.414,18.54,18.9,04a60601o0282o,0.3076923076923077
60601.117199,19.348,0.47,66,31,o,0,0.85,313.22651,-14.84044,8277.46,3345.4,2.45,1.92,-22.0,-0.408,18.52,18.91,04a60601o0295o,2.129032258064516
60602.090798,21.319,1.865,11,20,o,0,0.71,313.22651,-14.84044,2760.6,7439.22,2.33,1.76,-79.3,-0.413,18.82,19.5,04a60602o0235o,0.55
60602.094014,21.91,3.02,6,19,o,0,1.6,313.22651,-14.84044,2779.33,7476.38,2.32,1.77,-76.7,-0.417,18.83,19.43,04a60602o0242o,0.3157894736842105
60602.103983,-23.772,17.333,-1,20,o,0,1.12,313.22651,-14.84044,2722.28,7397.84,2.31,1.79,-76.5,-0.418,18.79,19.4,04a60602o0263o,-0.05
60602.121056,-21.098,1.809,-13,24,o,0,0.88,313.22651,-14.84044,2696.71,7512.24,2.23,1.79,-77.8,-0.421,18.72,19.26,04a60602o0300o,-0.5416666666666666
60602.325388,20.197,0.803,30,24,o,0,1.04,313.22651,-14.84044,2660.1,7491.58,2.7,2.38,53.7,-0.407,18.81,19.24,01a60602o0168o,1.25
60602.335555,20.944,1.546,15,24,o,0,0.98,313.22651,-14.84044,2672.49,7528.32,2.69,2.42,52.9,-0.417,18.72,19.22,01a60602o0190o,0.625
60602.342022,24.137,27.167,1,22,o,0,1.41,313.22651,-14.84044,2613.11,7450.84,2.72,2.32,55.0,-0.404,18.74,19.15,01a60602o0204o,0.045454545454545456
60602.345252,22.13,4.415,5,22,o,0,1.05,313.22651,-14.84044,2591.14,7567.06,2.48,2.26,55.9,-0.435,18.78,19.17,01a60602o0211o,0.22727272727272727
60602.831247,21.253,1.911,11,22,o,0,1.07,313.22651,-14.84044,2568.54,7409.89,3.16,2.82,-46.5,-0.374,18.71,19.84,03a60603o0219o,0.5
60602.834438,-21.607,2.735,-8,23,o,0,0.95,313.22651,-14.84044,2587.99,7448.84,3.07,2.73,-46.1,-0.379,18.72,19.77,03a60603o0226o,-0.34782608695652173
60602.850037,21.817,3.407,7,23,o,0,1.47,313.22651,-14.84044,2536.52,7372.67,3.13,2.79,-49.2,-0.366,18.56,19.58,03a60603o0260o,0.30434782608695654
60605.116059,21.674,1.926,8,15,o,0,1.11,313.22651,-14.84044,2392.02,3572.65,2.3,2.18,64.1,-0.388,19.17,20.54,04a60605o0215o,0.5333333333333333
60605.119239,23.218,6.538,2,12,o,0,1.12,313.22651,-14.84044,2414.43,3611.8,2.27,2.17,68.0,-0.4,19.19,20.52,04a60605o0222o,0.16666666666666666
60605.127083,21.501,1.582,9,14,o,0,1.03,313.22651,-14.84044,2534.48,3532.64,2.54,2.33,57.3,-0.367,19.06,20.49,04a60605o0238o,0.6428571428571429
60605.143583,20.547,0.619,22,14,o,0,1.3,313.22651,-14.84044,2330.7,3655.52,2.51,2.39,66.3,-0.373,19.01,20.36,04a60605o0273o,1.5714285714285714
60606.263705,19.52,5.053,56,285,c,0,1.12,313.22651,-14.84044,6534.54,7275.48,3.19,2.9,49.1,-0.304,16.3,17.92,01a60606o0029c,0.19649122807017544
60606.266935,-19.707,0.789,-48,38,c,0,0.91,313.22651,-14.84044,6556.44,7314.49,3.18,2.88,45.1,-0.312,18.14,19.69,01a60606o0036c,-1.263157894736842
60606.272479,19.391,0.785,64,50,c,0,0.97,313.22651,-14.84044,6494.76,7236.56,3.19,2.91,53.8,-0.308,17.72,19.26,01a60606o0048c,1.28
60606.290091,17.411,0.952,394,375,c,0,0.96,313.22651,-14.84044,6465.54,7349.94,3.14,2.83,50.4,-0.356,15.49,17.02,01a60606o0086c,1.0506666666666666
60607.035586,22.052,2.937,6,16,o,0,0.69,313.22651,-14.84044,6528.92,7272.88,2.45,2.14,-54.2,-0.419,19.16,20.55,04a60607o0053o,0.375
60607.040614,20.651,0.748,20,15,o,0,1.02,313.22651,-14.84044,6548.49,7311.3,2.44,2.17,-63.0,-0.421,19.17,20.57,04a60607o0064o,1.3333333333333333
60607.065255,-22.201,3.357,-5,16,o,0,0.99,313.22651,-14.84044,6490.3,7234.94,2.39,2.09,-56.1,-0.423,19.18,20.55,04a60607o0118o,-0.3125
60607.068462,-22.062,3.167,-5,17,o,0,1.0,313.22651,-14.84044,6471.69,7351.77,2.44,2.15,-58.0,-0.414,19.15,20.51,04a60607o0125o,-0.29411764705882354
