night,band,n,flux,err,snr
59001.5,c,4,-6.619460978177595,4.997701915652425,-1.3245009586197893
59004.5,o,4,20.761836805698884,11.219112465933074,1.8505774738191072
59005.5,o,4,5.863137657011022,12.029801497562255,0.4873844059853473
59007.5,o,4,10.078717548917119,11.495326685163507,0.8767665178167803
59015.5,o,4,5.9414724781295964,5.807150824350631,1.0231303883508114
59016.5,o,3,7.536557226382995,8.477074446823515,0.8890516738598485
59020.5,o,4,-3.9984538739048276,4.7184971940742075,-0.8473998625931882
59021.5,c,4,3.9801980198019797,4.925434091539446,0.8080908090190214
59024.5,o,4,3.8086010403843864,4.852180994751673,0.7849255921211374
59026.5,c,3,-5.433628318584071,4.789368757711723,-1.134518679488811
59027.5,o,3,0.4734513274336282,4.789368757711723,0.09885464063949734
59029.5,o,4,0.3334688897925985,6.421547703513491,0.051929675708886194
59030.5,c,4,1.25,4.0,0.3125
59031.5,o,3,3.6506238859180025,7.6840460227576335,0.4750913613877438
59032.5,o,12,2.093121763808001,5.4118981598544,0.38676296226984314
59035.5,o,4,5.934712461851637,14.058626352670775,0.42214027978090446
59041.5,o,4,6.076823101538866,7.8654159299086945,0.7726003501520369
59042.5,o,4,5.208469745860518,7.066212978145337,0.7370949279294976
59043.5,o,4,-9.768572974923329,6.778919048065119,-1.4410222198643212
59047.5,o,4,1.4786792313921817,7.065503722668285,0.20928150198946593
59049.5,c,8,-0.2622818936493006,3.1712341230194223,-0.08270656894911768
59050.5,o,4,-1.498583569405099,3.832173326968916,-0.39105318093490676
59054.5,o,4,2.2073120569091924,5.968632468497335,0.36981872624247986
59058.5,o,8,-0.518723431368964,3.937722942297396,-0.13173182546619794
59059.5,o,8,10.604434995391717,4.5750039352476515,2.317907294831143
59060.5,o,4,5.859920398981846,8.193055565783972,0.7152301546024148
59061.5,o,4,8.982023346303503,9.444687222535086,0.9510133194111856
59062.5,o,3,-30.03502258799411,26.982916519658747,-1.1131125342255612
59068.5,o,4,4.119276084051985,7.935118901966095,0.5191196420549347
59069.5,o,7,-2.0331919826077214,5.0803669635913975,-0.4002057326131464
59072.5,o,5,1.038371503513781,5.253844009504812,0.19764033755765242
59073.5,o,2,-2.0,8.48528137423857,-0.23570226039551587
59074.5,o,2,16.0,6.469888674425508,2.4729946379518988
59075.5,o,6,-2.1320657764507693,3.906569958921612,-0.5457641355127081
59076.5,c,4,-0.05537459283387623,4.109257047854517,-0.013475572880695756
59079.5,o,3,-0.030416173390401747,6.298294876383373,-0.0048292710943802965
59081.5,c,3,4.2727272727272725,4.92365963917331,0.8677950114042957
59083.5,o,4,-9.081054247340077,5.232282747645848,-1.7355817117157708
59087.5,o,4,-5.092879085600421,8.048953534726053,-0.6327380402468379
59089.5,o,4,-7.700766438414321,9.62410577798495,-0.8001539692165219
59095.5,o,4,-3.883251163377323,11.336209714740912,-0.3425528691770567
59097.5,o,4,1.1633822721205935,8.520995503549807,0.13653126229628146
59098.5,o,4,0.43888203720752467,7.001884441236533,0.06268055991081425
59099.5,o,4,-0.8663594470046081,6.11412205302304,-0.1416980949172006
59100.5,o,4,8.044493404675384,5.408834122631164,1.487287874297407
59101.5,o,4,-2.900237529691211,5.3610719671143725,-0.5409808984997231
59102.5,o,4,2.583090379008746,4.85954322440435,0.5315500366447227
59103.5,o,4,-4.906049971812294,4.138779229607794,-1.1853857622353077
59104.5,c,4,2.748914267331511,4.565749361824497,0.6020729675430608
59105.5,c,4,-4.263843648208469,4.109257047854517,-1.037619111813573
59106.5,o,4,6.595785748753419,4.565749361824497,1.4446228266278964
59107.5,o,4,-3.302824441572826,4.812389401139533,-0.6863169553134552
59108.5,c,4,-4.590990187332739,3.5480642660022985,-1.2939422296613399
59109.5,c,4,-6.837925445705025,4.0580551984315125,-1.6850252427192134
59110.5,o,4,3.5273257698541336,4.0580551984315125,0.8692158182612912
59112.5,c,4,-2.0711781766076593,15.22129525042031,-0.1360710861022466
59114.5,o,4,-4.266946829892198,4.948681815797883,-0.862239074710895
59116.5,o,4,-13.156186445011778,8.092164487277977,-1.6257932554009695
